id,team_abbr,first_name,last_name,weight
85727,MONM,Kenneth,Myers,192
85728,SUU,Larry,Tappe,205
85729,ARST,Armando,Medina,227
85730,DAV,Peter,Wheeler,194
85731,BRWN,Gary,Cooper,189
85732,NAU,Kevin,Fine,233
85733,JST,Todd,Bradley,200
85734,BRWN,Johnny,Burleson,192
85735,TOW,Brian,Gootee,230
85736,NCAT,Jimmy,Carrera,223
85737,MICH,Lou,Cox,287
85738,DEL,Garrett,Ratcliff,205
85739,UCF,Bobby,Anderson,188
85740,NHU,Alfonso,Jimenez,284
85741,SUU,James,Brennan,216
85742,USM,Dennis,Hill,279
85743,CMU,Lewis,Osborne,304
85744,MUR,Richard,Hart,224
85745,CARK,Leonard,Lodge,185
85746,CARK,Alfredo,Marquez,189
85747,EIU,Marvin,Goff,200
85748,MICH,John,Miller,225
85749,MIST,Victor,Rivera,290
85750,NCAT,Adam,Smith,180
85751,TNST,Timothy,Marshall,202
85752,HCU,Willie,Vera,192
85753,,Jesus,Villanueva,303
85754,USA,John,Colangelo,190
85755,WEBB,Michael,Simmons,190
85756,PRIN,Leonardo,Villasenor,239
85757,TEMP,Timothy,Lewis,194
85758,UTM,Michael,Baumgartner,234
85759,VILL,Fernando,Quintero,229
85760,GT,Jared,Zook,225
85761,CMU,Wayne,Ciner,226
85762,LAM,Carlos,Galvan,242
85763,RICE,Herbert,Aguilar,245
85764,MONM,Bryant,Alexander,240
85765,BRWN,Elvis,Kubo,286
85766,JST,Robert,Knight,182
85767,SCST,Douglas,Page,315
85768,HAWI,David,Campbell,195
85769,NORF,Dario,Martinez,187
85770,HCU,Luiz,Ortega,249
85771,NORF,Matthew,Harmon,182
85772,UTM,Nasser,Brandon,280
85773,SSU,Luis,Vargas,281
85774,EWU,Jesse,Sparks,185
85775,PITT,Raul,Amador,315
85776,UTST,Joseph,Meyer,283
85777,NORF,James,Barlow,204
85778,UNM,Daniel,Mattox,294
85779,DEL,Randy,Magers,227
85780,ME,Barrett,Merrick,187
85781,CP,Alan,Hancock,200
85782,CIT,Todd,Woods,284
85783,LEH,Ronald,Snow,173
85784,WEBB,Brad,Lunemann,282
85785,LAM,Jeff,Gray,279
85786,ALCN,Craig,Biggert,217
85787,BCU,Michael,Selden,187
85788,TNST,Thomas,Czarnecki,232
85789,FSU,Anthony,Venning,288
85790,ZONA,Floyd,Curley,191
85791,MSST,Jose,Villegas,217
85792,CHAR,Fred,Miller,285
85793,NEV,Donald,Bergfield,277
85794,APST,Steven,Most,293
85795,WMU,Steven,Tharp,228
85796,UKEN,Mark,Stottler,192
85797,IDST,William,Olson,292
85798,TOW,Fletcher,Bailey,221
85799,OKST,Duane,Keller,308
85800,USA,David,Broughton,280
85801,CCSU,Zhe,Hussain,194
85802,TOW,Brian,Ash,232
85803,WASH,Lance,Ostlund,299
85804,CCSU,Michael,Blaney,226
85805,FIU,Alfredo,Guzman,234
85806,AZST,Peter,Joubert,208
85807,CHST,Cristian,Santibanez,293
85808,VILL,Mark,Schutte,176
85809,SMU,Roland,Bryant,285
85810,BRY,Sherwin,Sharp,193
85811,BOIS,Thomas,Fraczek,257
85812,BRWN,Patrick,Schmelter,277
85813,PRIN,Harold,Garcia,190
85814,UCF,Guillermo,Zernick,247
85815,TEX,Craig,Billera,222
85816,VAND,Ricardo,Romero,245
85817,IDST,Marvin,Oesterle,297
85818,USM,Matthew,Liberty,287
85819,IDST,Phillip,Whelchel,197
85820,DAV,Thomas,Mack,206
85821,DAV,Jeffrey,Kitzman,188
85822,UGA,Dennis,Oconnell,214
85823,NORF,Alberto,Gonzales,198
85824,TCU,Michael,Woody,200
85825,UTM,John,Edwards,219
85826,AZST,Dale,Destefano,196
85827,BC,Dustin,Conner,229
85828,NCAT,Christopher,Ismail,242
85829,CONN,Gerard,Wood,187
85830,SDAK,Daniel,Solis,280
85831,CLEM,Patrick,Goldsmith,180
85832,NCAT,Norman,Johnson,278
85833,MEMP,Armando,Martinez,194
85834,DUKE,Jose,Farinas,283
85835,,Reynaldo,Yu,196
85836,DRKE,Kenneth,Melton,239
85837,CHSO,Nicholas,Brooke,194
85838,RUTG,Guillermo,Reyes,289
85839,SUU,William,Justis,245
85840,ALST,Kent,Haugen,227
85841,WEB,Michael,Vanwey,246
85842,TNST,Efrain,Johnson,301
85843,BRY,Felix,Leonmartinez,187
85844,UTM,Jim,Mott,221
85845,NORF,Michael,Niver,193
85846,TNTC,Daniel,Jefferson,294
85847,DRKE,Enrique,Valles,250
85848,SOU,Guy,Knight,178
85849,OKLA,Marion,Davis,193
85850,TNST,Robert,Alkins,201
85851,TOW,Geeta,Yee,297
85852,W&M,Larry,Mcgill,294
85853,,John,Sides,267
85854,SOU,Harold,Ragland,216
85855,KANS,Franco,Francois,190
85856,URI,Kenneth,Mustafa,235
85857,MORE,William,Bailey,199
85858,BRY,Thomas,Uding,240
85859,GEOT,Marc,Kirby,275
85860,WOF,Thomas,Junker,200
85861,UTST,Billy,Barnes,233
85862,BRY,John,Carlan,229
85863,CHSO,Gerald,Wilson,229
85864,TNST,Samuel,Wang,203
85865,SUU,Wayne,Flores,177
85866,,Erich,Hurst,218
85867,ME,Jesus,Rivera,290
85868,SCST,Douglas,Smith,201
85869,SOU,Matthew,Peebles,177
85870,URI,David,Hernke,292
85871,SOU,Brett,Tugman,192
85872,NEB,Timothy,Griffith,284
85873,USF,Jose,Ramirez,207
85874,BAMA,Ricardo,Bejarano,286
85875,EMU,Andrew,Louis,257
85876,SCST,Mark,Breckenridge,295
85877,IOWA,James,Mcguire,176
85878,NAVY,Gary,Hixon,280
85879,DAV,William,Lee,223
85880,TAMU,Jeffrey,Davis,195
85881,MORE,Daniel,Wagman,247
85882,SOU,Lionel,Prophet,279
85883,IDST,Will,Murphy,184
85884,ME,Michael,Williams,187
85885,HAWI,Michael,Sullivan,198
85886,SDSU,Anthony,Lovasz,217
85887,CHSO,Charles,Hilton,182
85888,PRIN,Garret,Savage,268
85889,OKST,Reuben,Williams,198
85890,UCF,James,Claiborne,219
85891,COLO,Peter,Grant,298
85892,MORE,Kenneth,Branch,301
85893,UTM,Douglas,Caldeira,304
85894,TNST,Steven,Mitchell,303
85895,MIST,Douglas,Anderson,190
85896,TNST,Jesse,Cruz,222
85897,SOU,Abraham,Nodar,197
85898,JMU,Robert,Collier,219
85899,DRKE,Steven,Dima,300
85900,ZONA,David,Wester,197
85901,TTU,Jose,Camano,250
85902,SDAK,Charles,Watson,234
85903,VILL,Jeffrey,Higgs,165
85904,ULM,Ling,Tagaloa,192
85905,CHAR,Daniel,Sams,188
85906,WCU,Larry,Hoyte,292
85907,BRY,Sergio,Lopez,193
85908,USA,Bruce,Spradlin,195
85909,BRWN,Raymond,Thornton,239
85910,WAST,Jesus,Barrios,224
85911,CP,Bruce,Bentley,186
85912,ME,Alvaro,Barbee,222
85913,JXST,Thomas,Ruehl,293
85914,PRIN,William,Sauer,188
85915,BUCK,Dennis,Payton,278
85916,EIU,Jerry,Wright,230
85917,DEL,Laszlo,Hawes,240
85918,EKU,Matthew,Vartan,187
85919,JST,Richard,Volpato,201
85920,UVA,Juan,Zamarripa,223
85921,SOU,Darrell,Dixon,202
85922,CHSO,Robert,Stanfield,241
85923,ORST,Donald,Carleton,194
85924,PITT,Craig,Snyder,219
85925,MONM,Lars,Nicholas,238
85926,WVU,Jason,Gordon,280
85927,NCAT,Jeffrey,Hanson,197
85928,KSST,Manuel,Hernandez,223
85929,SCST,Sam,Kong,184
85930,W&M,Joshua,Hansen,221
85931,BRY,Dennis,Hendrix,233
85932,SUU,James,Walker,183
85933,NCAT,Anthony,Davis,178
85934,UTC,John,Demarco,214
85935,USM,Willie,Cannon,291
85936,DEL,Michael,Goins,211
85937,UNA,Robert,Person,176
85938,BCU,Clifford,Sommerville,212
85939,UCD,David,Crawford,195
85940,DEL,Harold,Phillips,234
85941,,William,Barr,298
85942,TULS,Robert,Richter,200
85943,USA,Louis,Bradley,219
85944,TNST,Matthew,Muenzenberger,228
85945,UMD,David,Dunn,293
85946,BRWN,Xun,Ramos,188
85947,BAYL,Jon,Reigh,187
85948,VILL,Archie,Collins,238
85949,BC,Douglas,Brown,193
85950,MINN,Kerry,Wilson,245
85951,SUU,Kristoffer,Spraberry,168
85952,IDST,Dennis,Stires,187
85953,BUCK,Ronald,Shern,311
85954,TEMP,Damian,Jackson,285
85955,CHSO,Manuel,Lopez,295
85956,GAST,Allen,Silva,184
85957,UNLV,Wayne,Hess,193
85958,UGA,John,Bucher,238
85959,TTU,Derrick,Wright,289
85960,USA,Gary,Kerr,283
85961,OHIO,Clarence,White,184
85962,USM,Mark,Spence,308
85963,IND,Lester,Guest,286
85964,LOU,Richard,Nelsen,258
85965,ORST,Robert,Barnett,186
85966,CCU,Robert,Aucoin,270
85967,MIAF,Mark,Sands,223
85968,EKU,James,Smith,200
85969,TOW,Brian,Lloyd,233
85970,ILST,Jerry,Cotton,197
85971,GASO,Stephen,Moss,253
85972,CAMP,Michael,Gurrola,187
85973,NORF,Larry,Cummins,297
85974,,Anthony,Lux,293
85975,DAV,Russell,Heithoff,243
85976,AZST,Mohammad,Sumo,181
85977,CHSO,Christopher,Wood,304
85978,MIST,Wilfredo,Rodriguez,279
85979,HCU,Steven,Freeze,215
85980,W&M,Peter,Lam,206
85981,SCST,Greg,Hansen,212
85982,CSU,Alistair,Towery,198
85983,VT,Jan,Bolin,195
85984,W&M,Tony,Martin,282
85985,ALST,Fred,Kenney,221
85986,,George,Hahn,221
85987,OHIO,Stephen,King,223
85988,PITT,Edward,Humphrey,197
85989,URI,Clinton,Rodgers,288
85990,CHSO,William,Dillinger,216
85991,SDAK,Ramiro,Donoso,234
85992,CCSU,Keith,Gupta,307
85993,UNC,David,Yancey,286
85994,RMU,Ronald,Rabinowitz,291
85995,MRMK,David,Kolb,196
85996,JMU,Steven,Scarlett,315
85997,NAU,Rodney,Gaetano,280
85998,IOWA,Kang,Nguyen,192
85999,ME,Vince,Hawk,230
86000,CCSU,Ronald,Mello,198
86001,PNST,Nicholas,Lewis,197
86002,MONM,Michael,Deering,285
86003,TNST,John,Butkowski,226
86004,LAM,Salvador,Acosta,226
86005,NAU,David,Collins,239
86006,RMU,Mark,Cooper,286
86007,SOCA,Mark,Fultz,234
86008,CCSU,Alejandro,Olague,219
86009,VAND,Ajay,Hsu,233
86010,UTM,James,Walker,284
86011,NW,Arturo,Ezquivel,208
86012,UNC,Lawrence,Edwards,228
86013,RMU,Timothy,Ventimiglia,238
86014,MORE,Dennis,Ray,292
86015,IOWA,Joel,Brooks,247
86016,GASO,Perry,Phillips,223
86017,HAWI,Paul,Smith,244
86018,BGSU,Marlon,Fields,241
86019,SUU,Jesus,Santillan,244
86020,URI,Christopher,Foster,172
86021,NCAT,Fred,Ralph,185
86022,BRY,David,Good,210
86023,WEBB,Michael,Hensley,193
86024,TTU,Bryan,Cimino,233
86025,CHSO,Jack,Clough,298
86026,APST,Frank,Washington,193
86027,TCU,Alexander,Gowins,225
86028,OKLA,Willie,Thomas,283
86029,TLNE,Richard,Ceraso,184
86030,CHSO,Kevin,Robertson,186
86031,LIN,Daniel,Soto,306
86032,NEB,Carl,Moquin,194
86033,CAMP,Jeffrey,Lamm,220
86034,MEMP,Randall,Marez,259
86035,DEL,Charles,Matthews,195
86036,,John,Harris,303
86037,UNA,Richard,Worton,232
86038,HAWI,Lorin,Meyer,187
86039,ME,Frederick,Harvey,190
86040,BYU,Enrique,Moncada,282
86041,,Jeremy,Houle,280
86042,EIU,Christopher,Schmidt,198
86043,CMU,Harold,Hurtubise,198
86044,CAMP,John,Bouffard,245
86045,UNT,Christopher,Coffin,187
86046,ME,Anthony,Mason,308
86047,LIN,Allan,Kemeny,189
86048,FIU,Joseph,Ramanathan,226
86049,DEL,Peter,Wheless,192
86050,LIN,Curtis,Keith,199
86051,SCST,Dan,Perrine,221
86052,WEBB,David,Hernandez,189
86053,CCSU,Abel,Acosta,295
86054,CAMP,Mark,Stevens,314
86055,DEL,Paul,Cederstrom,289
86056,UHOU,Adam,Isaac,196
86057,AAMU,Edgar,Martinez,198
86058,USM,Elliot,Everett,196
86059,MIST,Jonathan,Altizer,291
86060,UTAH,Donald,Diviney,229
86061,GAST,Willie,West,226
86062,FUR,Phillip,Diallo,189
86063,NCAT,Joseph,Snedeker,301
86064,CAMP,Luis,Lopez,296
86065,SOU,Anuradha,Fu,291
86066,USAF,Robert,Obrien,293
86067,FSU,Keith,Wright,283
86068,GASO,Henry,Faltz,223
86069,RMU,Kenneth,Skelly,211
86070,NCAT,Drew,Glenn,218
86071,USC,San,Perez,220
86072,RICE,Victor,Garcia,291
86073,KANS,Jesse,Bleus,229
86074,CAMP,Paul,Meloy,194
86075,TOW,Stuart,Slane,206
86076,UGA,Victor,Reddick,296
86077,SOCA,Carlton,Folds,286
86078,CAMP,Ronald,Joseph,310
86079,LAM,William,Avila,313
86080,LAM,William,Gaytan,307
86081,UTST,Mitchell,Dubord,204
86082,MRMK,Dennis,Collins,191
86083,TLNE,Anthony,Badman,178
86084,AKRN,Willie,Harper,202
86085,WEBB,Richard,Peeling,237
86086,WISC,Christian,Dimartino,198
86087,ME,John,Moberg,286
86088,OHST,Charles,Johnson,307
86089,NCAT,George,Weiher,239
86090,LIN,Genaro,Evangelista,215
86091,MRMK,Jon,Daniel,186
86092,GASO,Thomas,Pagano,207
86093,CAMP,Kenneth,Lalonde,297
86094,OKLA,Sridhar,Aguilar,231
86095,OHIO,Frederick,Humphrey,188
86096,SUU,Mark,Kelly,191
86097,LIN,Richard,Morrison,241
86098,,Enrique,Velez,195
86099,TOW,Minh,Le,191
86100,DAV,Kevin,Kimbrough,287
86101,IOWA,Timothy,Bryant,295
86102,CAMP,Ronald,Husom,190
86103,FLA,Brent,Kessler,242
86104,NORF,Timothy,Lampe,277
86105,CAMP,Charles,Larson,218
86106,RUTG,Conrado,Rivera,197
86107,GT,Simon,Caba,220
86108,TTU,Jamie,Rodriguez,248
86109,,Michael,Richardson,280
86110,RMU,Poonam,Beckmann,289
86111,UTST,Steve,Thornton,204
86112,MEMP,Dalton,Ramey,310
86113,TOW,Barry,Neuman,233
86114,EKU,Andrzej,Blake,217
86115,LIN,Ronald,Litzsinger,251
86116,VAND,Paul,Moya,233
86117,TLNE,Ruben,Bueno,241
86118,TNTC,Richard,Jones,202
86119,SUU,George,Tate,173
86120,LOU,Frank,Brunt,177
86121,CUSE,Jose,Soria,194
86122,NCAT,John,Blackwell,283
86123,DEL,Christopher,Thomas,189
86124,BAYL,Gustavo,Deleon,299
86125,UNA,Thomas,Long,213
86126,W&M,Frank,Bjarnson,246
86127,OKLA,Joseph,Marshall,201
86128,,James,Westover,272
86129,VAND,Joseph,Dickerson,199
86130,MSST,Carlos,Ramirez,193
86131,CCU,Joe,Cervantes,196
86132,WMU,Steven,Elder,231
86133,EIU,Mark,Blood,180
86134,LIN,Scott,Muir,180
86135,CSU,Edward,Newton,218
86136,VT,Ramiro,Dumenigo,179
86137,ILST,Edward,Martinez,207
86138,OHIO,Matthew,Peck,279
86139,EKU,Joshua,Kirchberg,228
86140,CONN,Andre,Davis,190
86141,MRMK,Thomas,Bell,241
86142,TOW,David,Guinn,217
86143,EKU,Mark,Wright,188
86144,W&M,Ronald,Smithers,244
86145,HAMP,David,Dotson,204
86146,CAMP,Dale,Okel,190
86147,CAMP,John,Brummer,280
86148,GAST,Keith,Taylor,181
86149,JMU,Melvin,Stephenson,188
86150,NORF,Gordon,Denker,296
86151,TNTC,Francisco,Trejo,220
86152,WAST,Alfred,Mateo,194
86153,,William,Forrester,305
86154,SOCA,Frank,Strong,235
86155,ARK,David,Reilly,234
86156,URI,Rajesh,Ekanayake,200
86157,BAMA,Chris,Majka,303
86158,SDAK,Paul,Washington,218
86159,,Willie,Brasfield,314
86160,DAV,Roderick,Barnett,231
86161,USAF,Barton,Street,192
86162,VAND,Russell,Robinson,202
86163,YALE,Nathan,Oconnor,209
86164,FSU,Thomas,Johnson,195
86165,SOU,Fernando,Molina,208
86166,AKRN,Andrew,Brown,236
86167,FIU,Hipolito,Esparza,221
86168,UNCO,James,Kamp,185
86169,DAV,Steven,Baraona,170
86170,SSU,Scott,Wilkins,245
86171,LAM,Michael,Maas,218
86172,LIN,Sam,Cornell,193
86173,NAU,David,Cookson,282
86174,BGSU,Paul,Mangold,199
86175,WVU,Benjamin,Wert,179
86176,MORE,James,Dunn,298
86177,OHIO,Michael,Shih,229
86178,KANS,James,Moskovics,243
86179,,Victor,Johnson,246
86180,MIAF,Arthur,Austin,235
86181,EKU,Javier,Haro,190
86182,SUU,Alan,Smith,206
86183,MRMK,Brian,Durham,208
86184,UCD,Raymond,Rosser,236
86185,HOW,John,Sherer,189
86186,BRY,Harry,Lowen,301
86187,RUTG,Jesus,Parra,297
86188,UNM,Mark,Vonesh,308
86189,CLEM,Jose,Madrigal,194
86190,CINC,Jeremy,Schwaller,215
86191,AAMU,Christian,Hernandez,280
86192,W&M,Jeffrey,Hertle,189
86193,W&M,Daniel,Torres,314
86194,APST,German,Lopez,201
86195,DEL,Andre,Jones,295
86196,APST,Herbert,Sibanda,210
86197,UTEP,Charles,Arroyo,202
86198,CINC,Harry,Willis,200
86199,MIZZ,Richard,Tarzi,198
86200,UNCO,Todd,Wheeler,287
86201,UNT,Michael,Brown,226
86202,TTU,Luis,Henson,183
86203,PRIN,Eric,Simpson,291
86204,PITT,Ronald,Rogers,183
86205,GAST,Stuart,Robinson,287
86206,DRKE,David,Saffle,288
86207,KANS,Andrew,Wynter,194
86208,NAVY,Dennis,Duggan,210
86209,NEB,Jack,Adams,190
86210,MORE,Hiram,Camacho,218
86211,OHIO,Renato,Goodman,218
86212,RMU,Steven,Keogh,225
86213,BALL,Felix,Wasson,199
86214,BALL,Edward,Cruz,245
86215,RMU,Russell,Haggerty,227
86216,APST,Christopher,Allan,302
86217,NAU,Juan,Galbreath,232
86218,MISS,Juan,Tapia,295
86219,PRIN,Arthur,Salter,287
86220,CSU,William,Baba,279
86221,BRWN,Steven,Baez,210
86222,EKU,Brian,Gould,205
86223,LIN,Matthew,Sanchez,292
86224,BALL,Benny,Flory,213
86225,,Derrick,Atkinson,290
86226,TENN,Jose,Gomez,224
86227,NAU,Jeffrey,Gamble,287
86228,CSU,Gary,Spencer,232
86229,ULM,Vinh,Hyun,197
86230,MIZZ,Thomas,Bartlett,247
86231,DUKE,Ronald,Mcmullen,224
86232,CAL,Michael,Dunham,256
86233,MORE,Eugene,Mckinney,185
86234,HAMP,Elton,Barrett,169
86235,ND,Fadi,Roberts,280
86236,YALE,Henry,Yanez,188
86237,TLNE,Francisco,Mendoza,185
86238,MSST,Matt,Polley,184
86239,SJSU,Eddie,Robbins,281
86240,USA,Robert,Smith,230
86241,TLNE,John,Platte,223
86242,AUB,Jon,Valbuena,180
86243,HAMP,Lee,Cuthbert,234
86244,LAM,Thi,Tsuchiya,175
86245,WAKE,Richard,Adams,188
86246,ULM,James,Stevenson,218
86247,BGSU,Paul,Roe,263
86248,SCST,William,Robbins,309
86249,USAF,Frederic,Larussa,247
86250,BRWN,Roberto,Rodriguez,255
86251,UCLA,Bruce,Diewald,192
86252,UCF,Robert,Edery,290
86253,LIN,Scott,Arkwright,223
86254,,Joshua,Gaglioti,194
86255,,Jeffrey,Lee,293
86256,HOW,Sergio,Carter,254
86257,RMU,Eric,Sweet,288
86258,WIU,Enrique,Ahumada,228
86259,ME,Ronaldo,Hernandez,227
86260,TOW,Christopher,Williams,314
86261,GAST,William,Flood,283
86262,ILLI,Roque,Garibay,191
86263,CAMP,Dennis,Hammonds,230
86264,SOU,Irwin,Lowry,184
86265,EKU,Chi,Subbarao,278
86266,,Juan,Mendez,234
86267,COR,John,Bhutani,196
86268,MRMK,Mark,Bramson,236
86269,FUR,Daniel,Toliver,203
86270,SDSU,Robert,Harrison,221
86271,WASH,Virgil,Ruth,220
86272,SOU,Clifton,George,297
86273,,William,Nail,302
86274,UCF,Christopher,Taylor,214
86275,NEB,Michael,Schroeder,188
86276,NW,Donald,Tracey,243
86277,UNLV,Steven,Runnels,298
86278,GAST,Hiram,Yin,203
86279,TTU,John,Simpson,305
86280,UCD,Sylvester,Barnes,307
86281,LIN,Christopher,Trenholm,193
86282,LIN,Joseph,Tannahill,235
86283,OKST,Kevin,Battle,182
86284,MSST,Clark,Thompson,296
86285,ILLI,Hassan,Duncan,225
86286,SUU,Shawn,Carpenter,218
86287,MORE,Sherman,Smith,204
86288,TNTC,Darrell,Rubright,234
86289,DUKE,Kevin,Rajaniemi,236
86290,CARK,Carlos,Acevedo,193
86291,LIN,Robert,Toth,198
86292,TNTC,Jesse,Garcia,189
86293,MRST,Raul,Sawchuk,192
86294,GT,Christopher,Buterbaugh,186
86295,FRES,Rafael,Bergstrom,285
86296,TNTC,Steven,Mongan,300
86297,SOCA,Daniel,Piorkowski,182
86298,BGSU,Gilbert,Castaneda,234
86299,W&M,Francisco,Galan,252
86300,NAU,Baltazar,Rosas,196
86301,UNA,Matthew,Ray,230
86302,URI,Andres,Austin,234
86303,IND,Ross,Espeland,199
86304,RMU,Gary,Schumacher,197
86305,NEB,Zahra,Malik,240
86306,FIU,Jeffery,Morris,191
86307,LAM,Christopher,Addo,216
86308,JMU,Jeffrey,Mcnary,245
86309,SMU,Adrian,Infante,202
86310,EKU,Mayank,Bustos,185
86311,LEH,Clement,Castillo,300
86312,HAMP,Peter,Pado,234
86313,,Reginald,Battle,172
86314,JMU,Robert,Jones,294
86315,TNTC,Trenton,Squires,241
86316,VILL,Raymond,Willis,195
86317,TOW,Steven,Ashworth,296
86318,IAST,Darrell,Neal,192
86319,EKU,Mario,Perez,241
86320,COR,Darryl,Miller,208
86321,APST,Daniel,Miller,182
86322,MORE,James,Wells,199
86323,HAMP,Mikhail,Wieland,283
86324,UNT,Saul,Clemente,297
86325,NAU,Winston,Williams,232
86326,RMU,Patrick,Mobley,187
86327,COR,James,Striker,179
86328,CAMP,Neal,Dix,193
86329,HOW,John,Horan,196
86330,HAMP,Emmanuel,Awa,229
86331,GT,Allen,Ocain,282
86332,RICE,Miguel,Hernandez,198
86333,UHOU,Yong,Ashworth,196
86334,OKST,Danny,Sherman,189
86335,HOW,Jeffrey,Delk,291
86336,UNT,Brian,Bibby,240
86337,MRST,Billy,Christner,246
86338,DAV,Stephen,Medina,301
86339,UNC,Patrick,Meyer,217
86340,UCF,Raymond,Gladney,193
86341,MSST,Peter,Punzal,229
86342,MICH,Guy,Kaur,287
86343,UNT,David,Ellis,236
86344,GT,Scott,Boeding,303
86345,SDSU,Jason,Helmick,217
86346,UNT,Rafael,Miranda,187
86347,LIN,Stephan,Aylsworth,306
86348,FSU,Kenneth,Morgan,237
86349,MISS,Efrain,Roldan,223
86350,BAMA,James,Nohr,300
86351,HOW,Oscar,Dorado,246
86352,BGSU,Carlton,Heckstall,191
86353,UTAH,Kenneth,Laine,188
86354,HOW,Stephen,Quimby,205
86355,CSU,Gary,Watkins,220
86356,RMU,Edward,Ortiz,285
86357,SDST,Christian,Shorter,239
86358,LOU,Benjamin,Baker,215
86359,DAV,Hugh,Brown,233
86360,CARK,Frederick,Williams,227
86361,TEMP,Michael,Spiering,277
86362,AKRN,Aaron,Vanhoy,292
86363,APST,James,Herpel,192
86364,LAM,Antonio,Salazar,231
86365,CSU,Kevin,Johnson,296
86366,EKU,Joseph,Ketchum,228
86367,SUU,Roger,Cummings,198
86368,IND,Mark,Delarosa,195
86369,LAM,Adrian,Rico,296
86370,GAST,William,Adcock,283
86371,USA,Arthur,Larsen,223
86372,SMU,Carlos,Burgos,247
86373,JMU,David,Stanley,280
86374,UNC,Keith,Varner,214
86375,ARMY,Ricardo,Vega,192
86376,BUFF,Kenneth,Lawson,197
86377,LIN,Jason,Bell,235
86378,HAMP,Gary,Morris,304
86379,CARK,Steven,Fry,195
86380,NEB,Malcolm,Trout,303
86381,HOW,Roberto,Vieyra,248
86382,ULM,Paul,Leisch,190
86383,GT,John,Curry,201
86384,TEMP,Travis,Williams,197
86385,DRKE,Mark,Baltimore,290
86386,UTAH,Jordan,Melanson,199
86387,TAMU,Anh,Chang,242
86388,HOW,Mike,Kasmer,233
86389,DAV,Richard,Morrissey,223
86390,NEB,Jose,Diaz,184
86391,ILLI,Ching,Li,207
86392,WVU,Luis,Alvarez,305
86393,UNM,Calvin,Boone,235
86394,UNA,Jorge,Torres,268
86395,OKLA,Chi,Lee,188
86396,HOW,Gregory,Chao,268
86397,UNA,Edward,Torris,299
86398,MRST,Kevin,Manel,194
86399,SJSU,Bruce,Balmer,197
86400,TLNE,Christopher,Milam,289
86401,UVA,Larry,Heywood,217
86402,UTST,James,Sneeden,188
86403,CAL,Mario,Salazar,167
86404,MIZZ,Raul,Gordon,208
86405,UKEN,Jeffrey,Schiller,200
86406,HAMP,Reginald,Pickering,257
86407,NAU,Swati,Joshi,182
86408,ECU,Andres,Barajas,246
86409,UNA,Alberto,Jain,204
86410,TTU,James,Gill,242
86411,USA,Paul,Webb,193
86412,UNA,Robert,Hamilton,195
86413,TTU,Michael,Perez,236
86414,HAMP,Ruben,Cruz,222
86415,ME,Jack,Fulton,248
86416,HAMP,Steven,Morse,235
86417,AKRN,Andrew,Richardson,292
86418,GASO,George,Sontag,224
86419,TULS,Michael,Curlee,225
86420,BAYL,Chad,Hodge,221
86421,BAMA,Daniel,Zuber,239
86422,DRKE,Raymond,Barrios,228
86423,CCSU,Kevin,Andrade,271
86424,HOW,David,Smith,212
86425,NCST,John,Farmer,297
86426,TCU,Joshua,Giambanco,291
86427,CCSU,Jeffrey,Wolfe,228
86428,W&M,Jeffrey,Doherty,249
86429,LAM,Brian,Harrell,179
86430,NAU,Efrain,Velasquez,181
86431,MRST,William,Myers,178
86432,AZST,James,Emerson,247
86433,NAVY,Jose,Cruz,231
86434,RMU,Wilson,Garza,286
86435,OHIO,William,Davidson,183
86436,ILLI,James,Weston,200
86437,STAN,David,Ayala,283
86438,,Tony,May,189
86439,UHOU,John,Jojola,198
86440,SUU,Richard,Bryan,191
86441,GAST,Dean,Hoover,240
86442,UHOU,James,Guerrero,222
86443,MEMP,Steven,Waldhoff,300
86444,MINN,David,Aquino,295
86445,TAMU,Ka,Villanueva,284
86446,UNA,Michael,Wilson,234
86447,DART,Jairo,Norman,209
86448,SDST,Charles,Smith,203
86449,ECU,Eugene,Sherrer,293
86450,TTU,Sam,Palacios,310
86451,FAMU,Athanasios,Niedermayer,288
86452,LOU,Michael,Klimczak,251
86453,VT,Douglas,Matos,172
86454,USA,Ian,Peterson,289
86455,TENN,Robert,Love,291
86456,CARK,Kyung,Htoo,299
86457,NAVY,Jose,Escobedo,300
86458,MINN,Luis,Rivera,294
86459,OHIO,Parminder,Marri,221
86460,TAMU,Scott,Kliewer,252
86461,UNLV,Louis,Carmignani,180
86462,UNA,David,Massie,195
86463,MRST,Richard,Daab,283
86464,CP,Eliseo,Alba,234
86465,JMU,Hans,Smith,208
86466,CSU,John,Brehm,297
86467,SDST,Carl,Thompson,226
86468,LAM,James,Morgan,213
86469,ME,Joseph,Reed,284
86470,,Ross,Mattison,286
86471,EKU,Dustin,Madore,180
86472,MRST,Edward,Meraz,225
86473,HAMP,Aaron,Benjamin,289
86474,WOF,Jimmy,Woods,194
86475,JMU,Jeffrey,Miller,221
86476,CINC,Andrey,Duong,195
86477,CCU,Samuel,Milligan,194
86478,NEV,Juan,Flores,202
86479,ARK,Stephen,Schindler,207
86480,HAMP,Gerald,Randall,224
86481,MORE,John,Hitchcock,292
86482,NCAT,Jose,Torres,291
86483,EMU,Neil,Else,184
86484,MRST,Keith,Mason,183
86485,SSU,Garrett,Au,240
86486,HOW,Nicholas,Wendlandt,297
86487,DAV,Scott,Speakman,295
