Scope,Position,Archetype,Attribute,Count,Min,P10,P25,Median,P75,P90,P95,P99,Max,Reliable
Position,P,,PuntAccuracy,654,7.00,13.00,19.00,26.00,33.75,41.00,44.35,52.47,58.00,true
Position,P,,PuntPower,654,6.00,12.00,18.00,25.00,33.75,42.00,48.00,54.47,62.00,true
Position,QB,,Speed,1989,13.00,21.00,27.00,34.00,53.00,66.00,71.00,78.00,89.00,true
Position,QB,,Agility,1989,1.00,7.00,11.00,17.00,25.00,32.20,36.00,43.00,54.00,true
Position,QB,,FootballIQ,1989,4.00,13.00,18.00,24.00,33.00,41.00,45.00,54.00,70.00,true
Position,QB,,Strength,1989,3.00,8.00,11.00,16.00,23.00,29.00,33.00,40.00,47.00,true
Position,QB,,Carrying,1989,0.00,5.00,8.00,14.00,23.00,31.00,34.60,39.00,55.00,true
Position,QB,,Catching,1989,0.00,4.00,7.00,11.00,15.00,19.00,22.00,26.00,34.00,true
Position,QB,,RouteRunning,1989,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.00,16.00,true
Position,QB,,ZoneCoverage,1989,0.00,4.00,7.00,11.00,15.00,20.00,22.00,25.00,31.00,true
Position,QB,,ManCoverage,1989,0.00,4.00,7.00,11.00,15.00,20.00,21.00,26.00,32.00,true
Position,QB,,Tackle,1989,0.00,4.00,7.00,11.00,15.00,19.00,20.00,24.00,29.00,true
Position,QB,,PassBlock,1989,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,20.00,true
Position,QB,,RunBlock,1989,0.00,2.00,4.00,6.00,9.00,10.00,12.00,15.00,19.00,true
Position,QB,,PassRush,1989,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,18.00,true
Position,QB,,RunDefense,1989,0.00,2.00,4.00,6.00,9.00,10.00,12.00,15.00,17.00,true
Position,QB,,ThrowPower,1989,12.00,20.00,26.00,32.00,39.00,45.00,50.00,56.12,78.00,true
Position,QB,,ThrowAccuracy,1989,13.00,21.00,26.00,32.00,39.00,46.00,50.00,56.12,73.00,true
Position,QB,,KickAccuracy,1989,0.00,2.00,4.00,6.00,9.00,10.00,11.60,15.00,17.00,true
Position,QB,,KickPower,1989,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position,QB,,PuntAccuracy,1989,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position,QB,,PuntPower,1989,0.00,2.00,4.00,6.00,9.00,10.00,11.60,15.00,17.00,true
Position,FB,,Speed,715,17.00,24.00,29.00,35.00,41.00,47.00,50.30,59.72,70.00,true
Position,FB,,Agility,715,5.00,12.00,17.00,22.00,28.00,33.00,37.00,44.86,57.00,true
Position,FB,,FootballIQ,715,6.00,9.00,12.00,16.00,23.00,29.00,32.00,37.00,42.00,true
Position,FB,,Strength,715,23.00,28.00,31.00,36.00,42.00,48.00,52.30,58.86,66.00,true
Position,FB,,Carrying,715,4.00,7.00,10.00,14.00,19.00,25.00,28.00,35.00,40.00,true
Position,FB,,Catching,715,3.00,8.00,11.00,16.00,23.00,30.00,33.00,41.00,46.00,true
Position,FB,,RouteRunning,715,0.00,1.00,3.00,7.00,10.00,14.00,17.00,25.86,38.00,true
Position,FB,,ZoneCoverage,715,0.00,3.00,6.00,9.00,14.00,18.60,21.00,24.00,28.00,true
Position,FB,,ManCoverage,715,1.00,3.00,6.00,10.00,14.00,18.00,20.30,25.00,28.00,true
Position,FB,,Tackle,715,1.00,3.00,6.00,10.00,14.50,20.00,22.30,25.00,28.00,true
Position,FB,,PassBlock,715,19.00,24.00,28.00,33.00,41.00,47.00,51.00,58.00,68.00,true
Position,FB,,RunBlock,715,17.00,24.00,28.00,33.00,41.00,47.00,51.00,57.00,62.00,true
Position,FB,,PassRush,715,0.00,2.00,3.50,6.00,9.00,11.00,13.00,18.86,25.00,true
Position,FB,,RunDefense,715,0.00,2.00,4.00,6.00,9.00,11.00,15.00,22.86,30.00,true
Position,FB,,ThrowPower,715,1.00,3.00,6.00,9.00,14.00,18.00,20.00,25.00,27.00,true
Position,FB,,ThrowAccuracy,715,0.00,3.00,6.00,10.00,14.00,19.00,21.00,25.00,31.00,true
Position,FB,,KickAccuracy,715,0.00,2.00,4.00,6.00,8.00,10.00,11.00,14.86,16.00,true
Position,FB,,KickPower,715,0.00,2.00,3.00,6.00,9.00,11.00,11.00,14.00,16.00,true
Position,FB,,PuntAccuracy,715,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position,FB,,PuntPower,715,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.86,16.00,true
Position,ATH,,Speed,1248,1.00,22.00,29.00,37.00,44.00,50.00,54.65,60.00,67.00,true
Position,ATH,,Agility,1248,1.00,18.00,22.00,27.00,33.00,38.00,42.00,51.00,59.00,true
Position,ATH,,FootballIQ,1248,1.00,13.00,17.00,23.00,29.25,35.00,38.00,43.00,49.00,true
Position,ATH,,Strength,1248,1.00,9.70,17.00,26.00,37.00,47.00,53.00,60.00,70.00,true
Position,ATH,,Carrying,1248,0.00,4.00,8.00,12.00,19.00,26.00,30.00,36.00,46.00,true
Position,ATH,,Catching,1248,0.00,6.00,11.00,18.00,25.00,31.00,34.00,41.00,53.00,true
Position,ATH,,RouteRunning,1248,0.00,3.00,6.00,10.00,19.00,29.00,33.00,41.00,51.00,true
Position,ATH,,ZoneCoverage,1248,0.00,5.00,9.00,16.00,25.00,35.00,39.00,48.00,54.00,true
Position,ATH,,ManCoverage,1248,0.00,6.00,9.00,16.00,24.00,34.00,38.00,47.00,58.00,true
Position,ATH,,Tackle,1248,0.00,6.00,10.00,16.00,26.00,34.00,38.00,45.53,52.00,true
Position,ATH,,PassBlock,1248,0.00,2.00,6.00,9.00,14.00,23.00,30.00,40.00,48.00,true
Position,ATH,,RunBlock,1248,0.00,3.00,6.00,9.00,15.00,28.00,34.65,43.00,52.00,true
Position,ATH,,PassRush,1248,0.00,4.00,8.00,11.00,18.00,26.00,30.00,36.53,41.00,true
Position,ATH,,RunDefense,1248,0.00,4.00,7.00,13.00,24.00,30.00,34.00,39.53,54.00,true
Position,ATH,,ThrowPower,1248,0.00,3.00,7.00,11.00,18.00,26.00,31.00,38.00,50.00,true
Position,ATH,,ThrowAccuracy,1248,0.00,4.00,7.00,11.00,18.00,26.00,31.00,39.00,52.00,true
Position,ATH,,KickAccuracy,1248,0.00,2.00,5.00,8.00,12.00,17.00,25.00,36.00,46.00,true
Position,ATH,,KickPower,1248,0.00,2.00,5.00,8.00,12.00,18.00,26.00,34.53,43.00,true
Position,ATH,,PuntAccuracy,1248,0.00,2.00,5.00,8.00,12.00,16.00,25.00,35.00,45.00,true
Position,ATH,,PuntPower,1248,0.00,2.00,5.00,8.00,12.00,16.00,25.00,35.00,48.00,true
Position,ILB,,Speed,1465,25.00,31.00,35.00,41.00,47.00,54.00,58.00,65.36,73.00,true
Position,ILB,,Agility,1465,10.00,18.00,22.00,28.00,34.00,40.00,44.00,51.00,59.00,true
Position,ILB,,FootballIQ,1465,3.00,11.00,15.00,22.00,30.00,39.00,43.00,51.36,61.00,true
Position,ILB,,Strength,1465,13.00,21.00,25.00,31.00,37.00,43.00,48.00,55.36,73.00,true
Position,ILB,,Carrying,1465,0.00,3.00,6.00,10.00,15.00,19.00,20.00,25.00,31.00,true
Position,ILB,,Catching,1465,0.00,4.00,7.00,11.00,15.00,20.00,22.00,28.36,31.00,true
Position,ILB,,RouteRunning,1465,0.00,1.00,3.00,5.00,8.00,9.00,10.00,14.00,16.00,true
Position,ILB,,ZoneCoverage,1465,10.00,19.00,24.00,30.00,37.00,43.00,46.00,52.00,60.00,true
Position,ILB,,ManCoverage,1465,7.00,17.00,21.00,27.00,34.00,40.00,44.00,50.00,60.00,true
Position,ILB,,Tackle,1465,12.00,22.00,26.00,31.00,37.00,43.00,46.00,52.00,63.00,true
Position,ILB,,PassBlock,1465,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,18.00,true
Position,ILB,,RunBlock,1465,0.00,2.00,3.00,6.00,8.00,10.00,11.00,14.00,17.00,true
Position,ILB,,PassRush,1465,2.00,8.00,11.00,14.00,18.00,22.00,24.80,30.00,35.00,true
Position,ILB,,RunDefense,1465,15.00,22.00,27.00,32.00,39.00,45.00,49.00,54.36,63.00,true
Position,ILB,,ThrowPower,1465,0.00,3.00,6.00,10.00,15.00,19.00,20.00,25.00,31.00,true
Position,ILB,,ThrowAccuracy,1465,0.00,4.00,6.00,10.00,15.00,18.00,20.00,25.00,33.00,true
Position,ILB,,KickAccuracy,1465,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position,ILB,,KickPower,1465,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position,ILB,,PuntAccuracy,1465,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position,ILB,,PuntPower,1465,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position,DE,,Speed,2648,20.00,27.00,31.00,36.00,42.00,48.00,51.00,56.00,71.00,true
Position,DE,,Agility,2648,10.00,18.00,22.00,28.00,34.00,40.00,43.00,49.00,60.00,true
Position,DE,,FootballIQ,2648,4.00,11.00,14.00,19.00,24.00,29.00,32.00,38.00,51.00,true
Position,DE,,Strength,2648,12.00,21.00,25.00,30.00,36.00,41.00,44.65,52.00,66.00,true
Position,DE,,Carrying,2648,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position,DE,,Catching,2648,0.00,4.00,7.00,12.00,16.00,20.00,22.00,26.00,35.00,true
Position,DE,,RouteRunning,2648,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.00,16.00,true
Position,DE,,ZoneCoverage,2648,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,30.00,true
Position,DE,,ManCoverage,2648,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position,DE,,Tackle,2648,13.00,22.00,26.00,31.00,37.00,42.00,46.00,54.00,62.00,true
Position,DE,,PassBlock,2648,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position,DE,,RunBlock,2648,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.53,18.00,true
Position,DE,,PassRush,2648,8.00,18.00,23.00,29.00,35.00,41.00,44.00,51.00,64.00,true
Position,DE,,RunDefense,2648,10.00,18.00,23.00,29.00,35.00,41.00,45.00,52.53,64.00,true
Position,DE,,ThrowPower,2648,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,31.00,true
Position,DE,,ThrowAccuracy,2648,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,29.00,true
Position,DE,,KickAccuracy,2648,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position,DE,,KickPower,2648,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position,DE,,PuntAccuracy,2648,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,17.00,true
Position,DE,,PuntPower,2648,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,QB,Balanced,Speed,474,23.00,28.00,31.00,35.00,41.00,47.70,51.00,58.00,60.00,true
Position+Archetype,QB,Balanced,Agility,474,7.00,11.00,14.00,19.00,25.00,31.70,35.00,41.54,50.00,true
Position+Archetype,QB,Balanced,FootballIQ,474,10.00,14.00,17.00,22.00,28.00,34.00,37.00,44.00,50.00,true
Position+Archetype,QB,Balanced,Strength,474,5.00,9.00,12.00,16.00,22.00,28.00,31.35,37.00,47.00,true
Position+Archetype,QB,Balanced,Carrying,474,0.00,4.00,7.00,11.00,16.00,20.00,22.00,25.27,32.00,true
Position+Archetype,QB,Balanced,Catching,474,1.00,4.00,7.00,11.00,16.00,20.00,22.00,26.00,30.00,true
Position+Archetype,QB,Balanced,RouteRunning,474,0.00,2.00,3.00,6.00,9.00,10.00,10.00,14.00,15.00,true
Position+Archetype,QB,Balanced,ZoneCoverage,474,1.00,4.00,7.00,11.00,16.00,19.70,22.00,25.00,31.00,true
Position+Archetype,QB,Balanced,ManCoverage,474,0.00,4.00,7.00,11.00,16.00,20.00,23.00,27.00,32.00,true
Position+Archetype,QB,Balanced,Tackle,474,1.00,4.00,7.00,11.00,16.00,19.00,20.00,25.00,26.00,true
Position+Archetype,QB,Balanced,PassBlock,474,0.00,2.00,3.00,6.00,9.00,10.00,12.00,14.27,16.00,true
Position+Archetype,QB,Balanced,RunBlock,474,0.00,2.00,4.00,6.00,9.00,11.00,12.00,16.00,17.00,true
Position+Archetype,QB,Balanced,PassRush,474,0.00,2.00,4.00,6.00,9.00,11.00,12.00,15.00,16.00,true
Position+Archetype,QB,Balanced,RunDefense,474,0.00,2.00,4.00,6.00,9.00,10.00,11.35,14.00,16.00,true
Position+Archetype,QB,Balanced,ThrowPower,474,20.00,26.00,30.00,35.00,41.00,47.00,51.00,56.27,71.00,true
Position+Archetype,QB,Balanced,ThrowAccuracy,474,22.00,26.00,30.00,34.00,41.00,47.00,51.00,57.00,73.00,true
Position+Archetype,QB,Balanced,KickAccuracy,474,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,QB,Balanced,KickPower,474,0.00,2.00,4.00,7.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,QB,Balanced,PuntAccuracy,474,0.00,2.00,4.00,7.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,QB,Balanced,PuntPower,474,0.00,2.00,4.00,6.00,9.00,11.00,12.00,15.00,17.00,true
Position+Archetype,FS,Run Stopper,Speed,292,30.00,34.10,38.00,43.00,49.00,55.00,59.00,67.18,71.00,true
Position+Archetype,FS,Run Stopper,Agility,292,20.00,25.00,27.00,32.00,39.00,45.00,48.45,55.18,61.00,true
Position+Archetype,FS,Run Stopper,FootballIQ,292,7.00,10.00,13.00,18.00,23.00,29.00,33.00,40.09,45.00,true
Position+Archetype,FS,Run Stopper,Strength,292,10.00,15.00,17.00,22.00,28.00,34.00,38.00,45.00,54.00,true
Position+Archetype,FS,Run Stopper,Carrying,292,1.00,4.00,6.00,10.00,14.00,18.00,20.45,26.27,30.00,true
Position+Archetype,FS,Run Stopper,Catching,292,3.00,7.00,9.00,12.00,14.00,17.00,19.00,22.09,27.00,true
Position+Archetype,FS,Run Stopper,RouteRunning,292,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.09,15.00,true
Position+Archetype,FS,Run Stopper,ZoneCoverage,292,15.00,18.10,22.00,26.00,31.00,37.90,42.00,48.00,55.00,true
Position+Archetype,FS,Run Stopper,ManCoverage,292,15.00,19.00,22.00,26.00,32.00,38.00,41.45,51.09,56.00,true
Position+Archetype,FS,Run Stopper,Tackle,292,14.00,19.00,23.00,27.00,33.25,40.00,44.00,51.09,56.00,true
Position+Archetype,FS,Run Stopper,PassBlock,292,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,FS,Run Stopper,RunBlock,292,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.09,17.00,true
Position+Archetype,FS,Run Stopper,PassRush,292,0.00,1.00,3.00,6.00,9.00,10.00,10.00,12.00,16.00,true
Position+Archetype,FS,Run Stopper,RunDefense,292,13.00,18.00,22.00,26.00,31.00,36.00,39.45,48.09,56.00,true
Position+Archetype,FS,Run Stopper,ThrowPower,292,1.00,4.00,6.00,10.00,15.00,19.00,21.00,25.09,27.00,true
Position+Archetype,FS,Run Stopper,ThrowAccuracy,292,1.00,3.00,7.00,10.00,14.00,19.00,20.45,25.18,28.00,true
Position+Archetype,FS,Run Stopper,KickAccuracy,292,0.00,2.00,3.00,6.00,8.00,10.00,11.00,13.18,16.00,true
Position+Archetype,FS,Run Stopper,KickPower,292,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,15.00,true
Position+Archetype,FS,Run Stopper,PuntAccuracy,292,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,FS,Run Stopper,PuntPower,292,1.00,2.00,4.00,6.00,8.00,10.00,11.00,14.09,16.00,true
Position+Archetype,RB,Power,Speed,479,35.00,40.00,43.00,48.00,54.00,59.00,63.00,69.22,73.00,true
Position+Archetype,RB,Power,Agility,479,10.00,14.80,18.00,22.00,28.00,33.00,36.00,42.00,47.00,true
Position+Archetype,RB,Power,FootballIQ,479,6.00,10.00,13.00,18.00,23.00,27.00,31.00,37.22,41.00,true
Position+Archetype,RB,Power,Strength,479,10.00,14.00,17.00,23.00,29.00,34.00,37.00,43.00,48.00,true
Position+Archetype,RB,Power,Carrying,479,15.00,20.00,23.00,27.00,33.00,38.20,42.00,47.22,51.00,true
Position+Archetype,RB,Power,Catching,479,5.00,8.00,10.00,13.00,18.00,22.00,26.00,32.00,34.00,true
Position+Archetype,RB,Power,RouteRunning,479,0.00,1.00,3.00,6.00,8.00,10.00,10.00,14.00,16.00,true
Position+Archetype,RB,Power,ZoneCoverage,479,0.00,4.00,7.00,10.00,15.00,19.00,21.00,24.00,27.00,true
Position+Archetype,RB,Power,ManCoverage,479,0.00,4.00,7.00,10.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,RB,Power,Tackle,479,0.00,3.80,7.00,10.00,15.00,19.00,21.00,25.00,27.00,true
Position+Archetype,RB,Power,PassBlock,479,1.00,3.00,5.00,9.00,27.00,33.00,36.10,42.00,46.00,true
Position+Archetype,RB,Power,RunBlock,479,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.22,16.00,true
Position+Archetype,RB,Power,PassRush,479,0.00,2.00,4.00,6.00,9.00,10.00,11.00,14.22,16.00,true
Position+Archetype,RB,Power,RunDefense,479,0.00,2.00,4.00,6.00,8.00,10.00,11.00,13.22,16.00,true
Position+Archetype,RB,Power,ThrowPower,479,1.00,4.00,7.00,11.00,15.00,19.00,21.10,25.00,28.00,true
Position+Archetype,RB,Power,ThrowAccuracy,479,1.00,4.00,6.00,10.00,15.00,20.00,21.00,25.00,29.00,true
Position+Archetype,RB,Power,KickAccuracy,479,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,RB,Power,KickPower,479,1.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,17.00,true
Position+Archetype,RB,Power,PuntAccuracy,479,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,RB,Power,PuntPower,479,0.00,2.00,3.50,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,ATH,Triple-Threat,Speed,120,29.00,38.90,42.00,47.50,52.25,58.10,60.00,62.00,63.00,true
Position+Archetype,ATH,Triple-Threat,Agility,120,14.00,20.00,23.00,28.50,34.00,38.00,39.05,44.00,50.00,true
Position+Archetype,ATH,Triple-Threat,FootballIQ,120,4.00,14.00,17.75,22.00,28.25,36.00,37.05,42.81,45.00,true
Position+Archetype,ATH,Triple-Threat,Strength,120,4.00,9.00,11.75,17.00,20.00,24.00,25.00,26.81,31.00,true
Position+Archetype,ATH,Triple-Threat,Carrying,120,1.00,3.90,8.00,11.00,28.25,33.10,34.05,37.81,38.00,true
Position+Archetype,ATH,Triple-Threat,Catching,120,8.00,15.00,18.00,23.00,28.00,33.00,35.00,38.62,40.00,true
Position+Archetype,ATH,Triple-Threat,RouteRunning,120,3.00,10.00,13.00,18.50,24.00,29.00,30.00,33.81,34.00,true
Position+Archetype,ATH,Triple-Threat,ZoneCoverage,120,2.00,5.00,8.00,11.50,17.00,20.00,21.00,22.81,24.00,true
Position+Archetype,ATH,Triple-Threat,ManCoverage,120,3.00,6.90,9.00,12.00,16.00,19.00,21.00,22.81,23.00,true
Position+Archetype,ATH,Triple-Threat,Tackle,120,0.00,6.00,7.00,10.00,16.00,19.10,21.00,23.00,24.00,true
Position+Archetype,ATH,Triple-Threat,PassBlock,120,0.00,3.00,7.00,10.50,15.00,18.00,19.05,22.62,24.00,true
Position+Archetype,ATH,Triple-Threat,RunBlock,120,0.00,3.00,6.00,10.00,14.25,18.00,20.00,21.81,27.00,true
Position+Archetype,ATH,Triple-Threat,PassRush,120,1.00,2.00,4.00,8.00,11.00,13.00,14.00,15.00,16.00,true
Position+Archetype,ATH,Triple-Threat,RunDefense,120,0.00,2.00,5.00,8.00,10.00,13.00,14.00,15.00,18.00,true
Position+Archetype,ATH,Triple-Threat,ThrowPower,120,12.00,18.00,20.75,24.00,31.00,36.00,38.00,41.81,50.00,true
Position+Archetype,ATH,Triple-Threat,ThrowAccuracy,120,14.00,18.00,20.00,24.00,31.25,36.10,39.00,41.81,52.00,true
Position+Archetype,ATH,Triple-Threat,KickAccuracy,120,1.00,3.00,7.75,10.00,17.00,20.00,22.00,24.00,29.00,true
Position+Archetype,ATH,Triple-Threat,KickPower,120,1.00,3.00,7.00,11.00,16.00,22.00,24.10,27.81,28.00,true
Position+Archetype,ATH,Triple-Threat,PuntAccuracy,120,1.00,1.00,5.00,9.50,12.00,16.00,17.10,24.43,26.00,true
Position+Archetype,ATH,Triple-Threat,PuntPower,120,0.00,1.00,6.00,9.50,13.00,17.10,20.00,24.81,28.00,true
Position+Archetype,FS,Zone Coverage,Speed,362,30.00,35.00,39.00,45.00,50.00,56.00,59.95,65.00,80.00,true
Position+Archetype,FS,Zone Coverage,Agility,362,19.00,25.00,29.00,34.00,40.00,45.00,47.95,55.00,59.00,true
Position+Archetype,FS,Zone Coverage,FootballIQ,362,12.00,16.00,20.00,26.00,32.00,37.00,41.00,47.00,57.00,true
Position+Archetype,FS,Zone Coverage,Strength,362,1.00,6.10,9.00,12.00,15.00,20.00,21.00,26.39,31.00,true
Position+Archetype,FS,Zone Coverage,Carrying,362,0.00,4.00,7.00,11.00,15.00,19.00,21.00,24.39,31.00,true
Position+Archetype,FS,Zone Coverage,Catching,362,2.00,7.00,10.00,12.00,15.00,17.00,19.00,22.00,27.00,true
Position+Archetype,FS,Zone Coverage,RouteRunning,362,0.00,1.00,3.00,6.00,8.00,9.00,11.00,14.39,15.00,true
Position+Archetype,FS,Zone Coverage,ZoneCoverage,362,28.00,35.00,38.00,43.00,49.00,54.00,58.95,64.39,74.00,true
Position+Archetype,FS,Zone Coverage,ManCoverage,362,13.00,19.00,22.00,28.00,32.00,38.00,42.00,48.39,54.00,true
Position+Archetype,FS,Zone Coverage,Tackle,362,6.00,11.00,13.00,18.00,24.00,29.00,32.95,37.39,46.00,true
Position+Archetype,FS,Zone Coverage,PassBlock,362,0.00,2.00,4.00,6.50,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,FS,Zone Coverage,RunBlock,362,0.00,2.00,3.00,6.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,FS,Zone Coverage,PassRush,362,0.00,2.00,4.00,7.00,9.00,10.00,11.00,14.00,16.00,true
Position+Archetype,FS,Zone Coverage,RunDefense,362,5.00,10.00,13.25,18.00,24.00,29.00,32.95,40.00,48.00,true
Position+Archetype,FS,Zone Coverage,ThrowPower,362,0.00,4.00,7.00,10.00,15.00,19.00,21.00,25.00,28.00,true
Position+Archetype,FS,Zone Coverage,ThrowAccuracy,362,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,FS,Zone Coverage,KickAccuracy,362,0.00,2.00,4.00,6.00,9.00,10.00,11.00,15.00,16.00,true
Position+Archetype,FS,Zone Coverage,KickPower,362,0.00,2.00,3.00,6.00,9.00,10.00,11.00,15.00,18.00,true
Position+Archetype,FS,Zone Coverage,PuntAccuracy,362,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.39,16.00,true
Position+Archetype,FS,Zone Coverage,PuntPower,362,0.00,2.00,3.00,6.00,8.00,10.00,11.00,15.00,16.00,true
Position+Archetype,FB,Balanced,Speed,156,22.00,25.00,27.00,32.00,37.00,44.50,48.25,50.45,53.00,true
Position+Archetype,FB,Balanced,Agility,156,10.00,12.50,16.75,21.00,29.00,33.00,35.25,39.45,41.00,true
Position+Archetype,FB,Balanced,FootballIQ,156,7.00,10.00,12.00,17.00,23.00,28.00,30.25,33.45,40.00,true
Position+Archetype,FB,Balanced,Strength,156,25.00,27.00,31.00,36.00,44.00,48.00,51.25,57.00,59.00,true
Position+Archetype,FB,Balanced,Carrying,156,5.00,7.00,10.00,14.50,21.00,25.00,28.25,34.00,34.00,true
Position+Archetype,FB,Balanced,Catching,156,7.00,9.00,12.00,17.00,23.00,30.00,32.00,34.45,37.00,true
Position+Archetype,FB,Balanced,RouteRunning,156,0.00,1.50,3.00,6.00,8.00,10.00,11.00,14.00,15.00,true
Position+Archetype,FB,Balanced,ZoneCoverage,156,1.00,3.00,6.00,9.00,14.00,19.00,20.25,24.00,25.00,true
Position+Archetype,FB,Balanced,ManCoverage,156,1.00,4.00,7.00,10.00,15.00,19.00,20.25,25.00,26.00,true
Position+Archetype,FB,Balanced,Tackle,156,1.00,2.00,6.00,9.00,15.00,22.00,23.00,26.45,28.00,true
Position+Archetype,FB,Balanced,PassBlock,156,22.00,25.00,28.00,33.00,41.00,46.00,50.00,54.45,58.00,true
Position+Archetype,FB,Balanced,RunBlock,156,22.00,24.50,27.00,34.00,41.25,46.00,49.25,53.45,55.00,true
Position+Archetype,FB,Balanced,PassRush,156,1.00,2.00,4.00,8.00,11.00,15.00,18.25,20.45,25.00,true
Position+Archetype,FB,Balanced,RunDefense,156,1.00,2.00,4.00,8.00,12.25,19.00,22.25,27.35,30.00,true
Position+Archetype,FB,Balanced,ThrowPower,156,1.00,4.00,7.00,10.00,15.00,19.00,20.00,23.90,27.00,true
Position+Archetype,FB,Balanced,ThrowAccuracy,156,1.00,3.00,6.00,10.00,14.00,20.00,22.00,25.00,25.00,true
Position+Archetype,FB,Balanced,KickAccuracy,156,1.00,2.00,4.00,6.00,8.00,10.00,10.00,13.00,14.00,true
Position+Archetype,FB,Balanced,KickPower,156,1.00,2.00,3.75,6.00,9.00,11.00,11.00,16.00,16.00,true
Position+Archetype,FB,Balanced,PuntAccuracy,156,1.00,2.00,4.00,6.00,9.00,10.00,11.00,13.80,16.00,true
Position+Archetype,FB,Balanced,PuntPower,156,1.00,2.00,4.00,6.00,9.00,10.00,12.25,15.00,15.00,true
Position+Archetype,WR,Possession,Speed,812,30.00,36.00,41.00,45.00,51.00,56.00,59.00,64.00,70.00,true
Position+Archetype,WR,Possession,Agility,812,13.00,20.00,24.00,29.00,34.00,39.00,42.00,47.89,61.00,true
Position+Archetype,WR,Possession,FootballIQ,812,5.00,11.00,15.00,20.00,25.00,30.00,33.00,38.00,48.00,true
Position+Archetype,WR,Possession,Strength,812,4.00,10.00,14.00,18.00,24.00,29.00,32.00,37.00,49.00,true
Position+Archetype,WR,Possession,Carrying,812,1.00,10.00,13.00,19.00,24.00,29.00,32.00,36.00,44.00,true
Position+Archetype,WR,Possession,Catching,812,25.00,31.00,35.00,40.00,46.00,50.00,54.00,59.89,70.00,true
Position+Archetype,WR,Possession,RouteRunning,812,8.00,16.00,19.00,24.00,29.00,33.00,35.00,39.89,47.00,true
Position+Archetype,WR,Possession,ZoneCoverage,812,0.00,4.00,7.00,11.00,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,WR,Possession,ManCoverage,812,0.00,4.00,7.00,11.50,15.00,19.00,21.00,25.00,30.00,true
Position+Archetype,WR,Possession,Tackle,812,0.00,2.00,5.00,8.00,11.00,15.90,18.00,24.89,28.00,true
Position+Archetype,WR,Possession,PassBlock,812,0.00,2.00,3.00,6.00,9.00,10.00,12.00,15.00,16.00,true
Position+Archetype,WR,Possession,RunBlock,812,4.00,7.00,9.00,11.00,14.00,16.90,18.00,21.00,25.00,true
Position+Archetype,WR,Possession,PassRush,812,0.00,2.00,3.00,6.00,9.00,10.00,12.00,14.00,16.00,true
