PlayerID,Team,DrillPosition,Archetype,FirstName,LastName,Age,PositionDrill,PositionDrillAttribute,PositionDrillResult,TeamDrill,TeamDrillAttribute,TeamDrillResult,EventText,InjuryText,WeeksOut
68473,CLE,WR,Route Runner,John,Mori,29,plyometrics,agility,4,team_pass,route_running,3,Receives praise in team meetings for attention to detail.,None,0
71428,CLE,SS,Zone Coverage,Ken,Miller,28,speed,speed,1,team_pass,zone_coverage,2,,None,0
71506,CLE,CB,Man Coverage,David,Peterson,28,hipturn,man_coverage,0,team_pass,man_coverage,0,,None,0
20,PIT,FB,Receiving,Danny,Kipnis,26,lift,strength,1,plyometrics,agility,0,,None,0
25,PIT,WR,Possession,Alex,Williams III,26,square,route_running,1,plyometrics,agility,2,,None,0
335,PIT,FS,Man Coverage,Marcell,Cain,26,match,man_coverage,2,plyometrics,agility,1,,None,0
441,PIT,TE,Receiving,Devontae,McKinney,26,square,route_running,3,plyometrics,agility,4,Earns a shout-out in a press conference from the head coach.,None,0
680,PIT,CB,Zone Coverage,Kenny,Fisher,26,zonedrop,zone_coverage,0,plyometrics,agility,0,Shows up late to a team meeting.,None,0
1620,PIT,ILB,Field General,Simeon,Rea,26,zonedrop,zone_coverage,1,plyometrics,agility,2,,None,0
5116,PIT,OT,Balanced,Jeimer,Valera,25,sled,run_block,2,plyometrics,agility,2,Position coaches completly forget his name.,None,0
5153,PIT,CB,Zone Coverage,Aaron,McNitt,25,zonedrop,zone_coverage,0,plyometrics,agility,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
5251,PIT,QB,Scrambler,Kyle,Higbee,25,screen,throw_accuracy,3,plyometrics,agility,2,,None,0
5258,PIT,OT,Run Blocking,Niuman,Dahl,25,sled,run_block,2,plyometrics,agility,1,,Fractured Thumb,5
5284,PIT,RB,Receiving,DeAndre,Wieters,25,plyometrics,agility,1,plyometrics,agility,3,,None,0
5349,PIT,ILB,Run Stopper,Reggie,Gordon,25,zonedrop,zone_coverage,1,plyometrics,agility,3,,None,0
5955,PIT,TE,Vertical Threat,Andrew,Jack,25,square,route_running,0,plyometrics,agility,-2,Shows up late to a team meeting.,None,0
6242,PIT,WR,Route Runner,Daniel,Ennis III,25,square,route_running,2,plyometrics,agility,1,,None,0
10151,PIT,OG,Balanced,Felix,Rodriguez,24,sled,run_block,1,plyometrics,agility,-1,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
10159,PIT,OT,Run Blocking,Chris,Diaz,24,sled,run_block,2,plyometrics,agility,1,,None,0
10318,PIT,DT,Nose Tackle,Trenton,Williams,24,rip,pass_rush,5,plyometrics,agility,6,"Dominates in drills, consistently outperforming expectations.",None,0
10322,PIT,OT,Run Blocking,Tony,Varvaro,24,sled,run_block,2,plyometrics,agility,3,,None,0
10416,PIT,DE,Run Stopper,Benardrick,Taylor,24,rip,pass_rush,1,plyometrics,agility,2,"Responds well to coaching, quickly implementing feedback.",None,0
10484,PIT,TE,Receiving,Deon,Jones,24,square,route_running,2,plyometrics,agility,0,,None,0
10493,PIT,CB,Zone Coverage,Tim,Keller,24,zonedrop,zone_coverage,0,plyometrics,agility,1,Struggles with conditioning drills.,None,0
11010,PIT,RB,Speed,Mark,Nelson,24,plyometrics,agility,-3,plyometrics,agility,0,"Misses multiple meetings or practices without an excuse, causing a formal warning from the team.",None,0
11488,PIT,OLB,Pass Rush,Naz,Fiers,24,rip,pass_rush,0,plyometrics,agility,-3,Struggles with communication and timing on the field.,None,0
14947,PIT,CB,Zone Coverage,Matt,Corbin,23,zonedrop,zone_coverage,-3,plyometrics,agility,-2,"Has an on-field meltdown during a scrimmage, leading to being pulled from practice.",None,0
14985,PIT,OG,Run Blocking,Marcus,Alcantara,23,sled,run_block,0,plyometrics,agility,0,,None,0
15036,PIT,OT,Run Blocking,Michael,Scales,23,sled,run_block,2,plyometrics,agility,2,Makes a solid play during a scrimmage.,None,0
15060,PIT,DE,Run Stopper,Daniel,Clarke,23,rip,pass_rush,1,plyometrics,agility,1,,None,0
15086,PIT,SS,Man Coverage,Sherman,Leclerc,23,match,man_coverage,3,plyometrics,agility,3,,None,0
15124,PIT,WR,Route Runner,Duke,Okafor,23,square,route_running,3,plyometrics,agility,5,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
15151,PIT,ILB,Run Stopper,Rashaan,Sanchez,23,zonedrop,zone_coverage,0,plyometrics,agility,2,Position coaches completly forget his name.,None,0
15179,PIT,WR,Route Runner,Rafael,Miller,23,square,route_running,2,plyometrics,agility,1,,None,0
15205,PIT,RB,Speed,Tim,Blair,23,plyometrics,agility,1,plyometrics,agility,0,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,Calf Tear,8
15248,PIT,DT,Nose Tackle,Erick,Boehringer,23,rip,pass_rush,0,plyometrics,agility,0,"Repeatedly forgets assignments, slowing down drills for others.",None,0
15555,PIT,OLB,Coverage,Chris,Cecil,23,zonedrop,zone_coverage,1,plyometrics,agility,3,,None,0
16575,PIT,WR,Possession,L.T.,Conklin,23,square,route_running,2,plyometrics,agility,0,Struggles with conditioning drills.,None,0
24984,PIT,P,Power,David,Ross,22,accuracy,punt_accuracy,1,plyometrics,punt_power,2,,None,0
55560,PIT,WR,Route Runner,Paul,Gurule,31,square,route_running,1,plyometrics,agility,0,,None,0
55600,PIT,QB,Scrambler,Robert,Morris,31,screen,throw_accuracy,0,plyometrics,agility,0,,None,0
60834,PIT,DE,Run Stopper,Vaughn,Johnson,30,rip,pass_rush,0,plyometrics,agility,1,,None,0
61271,PIT,SS,Man Coverage,Jose,Gomezrodriguez,30,match,man_coverage,1,plyometrics,agility,0,,None,0
61290,PIT,OLB,Coverage,Anthony,Rizzi,30,zonedrop,zone_coverage,1,plyometrics,agility,0,,None,0
61428,PIT,DT,Nose Tackle,Robert,Berry,30,rip,pass_rush,1,plyometrics,agility,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
62754,PIT,WR,Possession,Ji,Penalosa,30,square,route_running,2,plyometrics,agility,2,,None,0
62965,PIT,K,Power,Hector,Gonzalez,30,accuracy,kick_accuracy,-2,plyometrics,kick_accuracy,-1,Struggles with communication and timing on the field.,None,0
63537,PIT,ILB,Run Stopper,Narinder,Beckmann,30,zonedrop,zone_coverage,-1,plyometrics,agility,-2,Struggles with communication and timing on the field.,None,0
64005,PIT,OLB,Pass Rush,Willy,Jimenez,30,rip,pass_rush,3,plyometrics,agility,2,Completes all conditioning drills without issue.,None,0
64581,PIT,OG,Run Blocking,Melvin,Adams,30,sled,run_block,3,plyometrics,agility,0,,None,0
65082,PIT,OT,Balanced,James,Knoll,29,sled,run_block,1,plyometrics,agility,2,,None,0
65208,PIT,DE,Run Stopper,Krzysztof,Leatherman,29,rip,pass_rush,0,plyometrics,agility,0,,None,0
65710,PIT,CB,Zone Coverage,Wilfred,Price,29,zonedrop,zone_coverage,1,plyometrics,agility,1,,None,0
66359,PIT,C,Balanced,John,Osborn,29,sled,run_block,0,plyometrics,agility,0,,None,0
66674,PIT,FS,Run Stopper,Robert,Cook,29,match,man_coverage,2,plyometrics,agility,2,Makes a solid play during a scrimmage.,None,0
66755,PIT,OLB,Pass Rush,Garrick,Wells,29,rip,pass_rush,2,plyometrics,agility,5,Quickly picks up the playbook and shows understanding in practice.,None,0
68504,PIT,CB,Zone Coverage,James,Klasky,29,zonedrop,zone_coverage,-1,plyometrics,agility,0,,None,0
70223,PIT,OLB,Coverage,Michael,Ruby,28,zonedrop,zone_coverage,0,plyometrics,agility,0,,None,0
70430,PIT,C,Run Blocking,Louis,Chittenden,28,sled,run_block,2,plyometrics,agility,2,Completes all conditioning drills without issue.,None,0
70553,PIT,OT,Pass Blocking,Guillermo,Alfaro,28,sled,run_block,1,plyometrics,agility,0,,None,0
70822,PIT,OG,Run Blocking,Frederic,Green,28,sled,run_block,-1,plyometrics,agility,0,,None,0
71043,PIT,WR,Possession,Raleigh,Reile,28,square,route_running,1,plyometrics,agility,0,,None,0
21,HOU,OT,Run Blocking,Elijhaa,Rader,26,sled,run_block,1,team_run,run_block,3,,None,0
30,HOU,TE,Blocking,Will,Thomas,26,square,route_running,0,team_run,run_block,-1,,None,0
33,HOU,FB,Rushing,Ryan,Johnson,26,plyometrics,agility,0,team_run,strength,-2,"Demonstrates reckless behavior off the field, sparking disciplinary actions.",Sprained Thumb,1
197,HOU,CB,Ball Hawk,Patrick,Hikutini,26,speed,speed,2,team_run,tackle,2,,None,0
275,HOU,RB,Power,Eduardo,Jackson,26,gauntlet,carrying,2,team_run,strength,0,Position coaches completly forget his name.,None,0
309,HOU,DE,Run Stopper,Steve,Lucas,26,rip,pass_rush,2,team_run,run_defense,2,Position coaches completly forget his name.,None,0
1789,HOU,DT,Nose Tackle,Ronald,Kieschnick,26,rip,pass_rush,1,team_run,run_defense,3,,None,0
4992,HOU,OG,Run Blocking,Jacob,Grant,25,sled,run_block,1,team_run,run_block,0,,None,0
4998,HOU,CB,Zone Coverage,Austin,Bledsoe,25,speed,speed,3,team_run,tackle,1,,None,0
5051,HOU,WR,Route Runner,John,Fernandez,25,arc,run_block,1,team_run,run_block,1,,None,0
5061,HOU,DT,Balanced,Wilton,St. Brown,25,rip,pass_rush,2,team_run,run_defense,-1,Shows up late to a team meeting.,None,0
5102,HOU,OLB,Pass Rush,Cory,Donahue,25,rip,pass_rush,2,team_run,run_defense,3,,None,0
5174,HOU,OT,Run Blocking,Luis,Hernandez,25,sled,run_block,0,team_run,run_block,0,Position coaches completly forget his name.,None,0
5193,HOU,FS,Zone Coverage,Ramon,Fry,25,jugs,catching,1,team_run,tackle,4,Earns a shout-out in a press conference from the head coach.,None,0
5343,HOU,C,Run Blocking,Peter,Obada,25,sled,run_block,1,team_run,run_block,0,,None,0
5670,HOU,ILB,Field General,David,Buckner,25,runfit,run_defense,4,team_run,run_defense,3,Impresses position coach with consistent effort.,None,0
5709,HOU,OG,Pass Blocking,Deion,Meisinger,25,sled,run_block,-1,team_run,run_block,3,,None,0
5772,HOU,DE,Speed Rusher,Ruben,Davis,25,rip,pass_rush,1,team_run,run_defense,0,,None,0
5775,HOU,FS,Zone Coverage,Ryan,Loyd,25,jugs,catching,3,team_run,tackle,0,,None,0
9999,HOU,C,Run Blocking,Ruben,Shazier,24,sled,run_block,0,team_run,run_block,2,,None,0
10009,HOU,QB,Scrambler,Travis,Knebel,24,dropback,throw_power,1,team_run,throw_power,1,,None,0
10022,HOU,RB,Speed,Jeff,Holley,24,gauntlet,carrying,1,team_run,agility,1,,None,0
10023,HOU,OLB,Pass Rush,Sebastian,Amichia,24,rip,pass_rush,2,team_run,run_defense,2,,None,0
10102,HOU,CB,Zone Coverage,Deante,Hedges,24,speed,speed,3,team_run,tackle,0,Makes a solid play during a scrimmage.,None,0
10169,HOU,OT,Run Blocking,Chris,Reyes,24,sled,run_block,1,team_run,run_block,1,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
10268,HOU,CB,Zone Coverage,Dominique,Miller,24,speed,speed,2,team_run,tackle,2,,None,0
10419,HOU,CB,Zone Coverage,Skye,Lattimore,24,speed,speed,3,team_run,tackle,3,"Responds well to coaching, quickly implementing feedback.",None,0
10443,HOU,OG,Run Blocking,John,Massie,24,sled,run_block,2,team_run,run_block,4,"Responds well to coaching, quickly implementing feedback.",None,0
14953,HOU,OLB,Pass Rush,Chandler,Lamb,23,rip,pass_rush,0,team_run,run_defense,1,"Repeatedly forgets assignments, slowing down drills for others.",None,0
15070,HOU,CB,Ball Hawk,Dominic,Flexen,23,speed,speed,0,team_run,tackle,1,Gets unusually frustrated after losing a rep in individual drills.,Knee Meniscus Bruise,8
15100,HOU,DE,Balanced,Pat,Walker,23,rip,pass_rush,1,team_run,run_defense,-3,Blows a key play during a scrimmage in front of the coaching staff.,None,0
15123,HOU,WR,Route Runner,Ryan,Lydon,23,arc,run_block,-1,team_run,run_block,1,Gets called out in team meetings for lack of focus.,None,0
15153,HOU,DE,Run Stopper,Miguel,Eifert,23,rip,pass_rush,4,team_run,run_defense,3,Receives praise in team meetings for attention to detail.,None,0
15239,HOU,DT,Nose Tackle,Eric,Faulkner,23,rip,pass_rush,2,team_run,run_defense,3,"Responds well to coaching, quickly implementing feedback.",None,0
15247,HOU,SS,Ball Hawk,Kerwynn,Urias,23,jugs,catching,0,team_run,tackle,2,,None,0
15266,HOU,CB,Zone Coverage,Dayan,Holley,23,speed,speed,1,team_run,tackle,-1,Position coaches completly forget his name.,None,0
15414,HOU,WR,Possession,David,Saubert,23,arc,run_block,4,team_run,run_block,5,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
15500,HOU,TE,Receiving,Noel,Poole,23,square,route_running,5,team_run,run_block,4,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
15572,HOU,RB,Power,Alex,Blevins,23,gauntlet,carrying,3,team_run,strength,3,"Responds well to coaching, quickly implementing feedback.",None,0
15604,HOU,ILB,Field General,Michael,Korkmaz,23,runfit,run_defense,3,team_run,run_defense,3,,None,0
15624,HOU,WR,Route Runner,Peter,Richardson,23,arc,run_block,3,team_run,run_block,4,Completes all conditioning drills without issue.,None,0
15687,HOU,OLB,Pass Rush,Rashaad,Hollis-Jefferson,23,rip,pass_rush,0,team_run,run_defense,1,Shows up late to a team meeting.,None,0
15899,HOU,WR,Possession,Dario,Lindsay,23,arc,run_block,2,team_run,run_block,3,Makes a solid play during a scrimmage.,None,0
15935,HOU,OT,Run Blocking,Jake,Iglesias,23,sled,run_block,1,team_run,run_block,2,,Stinger,0
15983,HOU,FS,Zone Coverage,Chad,Lopez,23,jugs,catching,1,team_run,tackle,2,,None,0
16054,HOU,OT,Run Blocking,Geronimo,Lewis,23,sled,run_block,1,team_run,run_block,2,,None,0
16526,HOU,OG,Run Blocking,Alex,Sullivan,23,sled,run_block,2,team_run,run_block,3,,None,0
16577,HOU,OG,Run Blocking,Curtis,Wright,23,sled,run_block,1,team_run,run_block,2,,None,0
16781,HOU,RB,Speed,Mike,Bradley,23,gauntlet,carrying,-2,team_run,strength,-2,"Consistently fails to execute assignments, prompting questions about future roster status.",None,0
16786,HOU,OG,Run Blocking,LaAdrian,Mitchell,23,sled,run_block,3,team_run,run_block,3,,None,0
16896,HOU,DT,Balanced,Malcolm,Thompson,23,rip,pass_rush,-2,team_run,run_defense,-3,Gets called out in team meetings for lack of focus.,None,0
17331,HOU,QB,Scrambler,Marcus,Detwiler,23,dropback,throw_power,1,team_run,throw_power,0,Struggles with communication and timing on the field.,None,0
17680,HOU,DT,Balanced,Isaiah,Tonyan,23,rip,pass_rush,0,team_run,run_defense,-1,"Has an on-field meltdown during a scrimmage, leading to being pulled from practice.",None,0
18340,HOU,FS,Ball Hawk,Cory,Christian,23,jugs,catching,3,team_run,tackle,3,"Responds well to coaching, quickly implementing feedback.",None,0
19990,HOU,QB,Scrambler,Sheldon,Yanda,22,dropback,throw_power,0,team_run,throw_power,2,Gets unusually frustrated after losing a rep in individual drills.,None,0
19991,HOU,OLB,Pass Rush,Seantrel,Garate,22,rip,pass_rush,4,team_run,run_defense,3,Makes a solid play during a scrimmage.,None,0
20369,HOU,WR,Possession,Akrum,Howard,22,arc,run_block,2,team_run,run_block,3,,None,0
20735,HOU,RB,Speed,Byron,Dunbar,22,gauntlet,carrying,-1,team_run,agility,-3,"Has an on-field meltdown during a scrimmage, leading to being pulled from practice.",None,0
21072,HOU,OT,Run Blocking,Vincent,Singleton,22,sled,run_block,2,team_run,run_block,2,,None,0
21621,HOU,CB,Ball Hawk,J'Marcus,Lancaster,22,speed,speed,4,team_run,tackle,4,Makes a solid play during a scrimmage.,None,0
21794,HOU,ILB,Coverage,Rick,Beasley,22,runfit,run_defense,5,team_run,run_defense,1,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
24989,HOU,DE,Speed Rusher,Weston,Steelhammer,22,rip,pass_rush,1,team_run,run_defense,2,Shows up late to a team meeting.,None,0
45912,HOU,WR,Possession,James,Berendes,33,arc,run_block,1,team_run,run_block,1,,None,0
55370,HOU,C,Pass Blocking,Walter,Arrasmith,31,sled,run_block,1,team_run,run_block,0,,None,0
61042,HOU,DE,Balanced,David,Hine,30,rip,pass_rush,-1,team_run,run_defense,0,"Repeatedly forgets assignments, slowing down drills for others.",None,0
62513,HOU,DE,Run Stopper,Frank,Thielen,30,rip,pass_rush,1,team_run,run_defense,3,,None,0
63544,HOU,DT,Nose Tackle,Huy,Henriques,30,rip,pass_rush,2,team_run,run_defense,2,,None,0
63619,HOU,SS,Zone Coverage,Jeffery,Mcbrearty,30,jugs,catching,0,team_run,tackle,2,Completes all conditioning drills without issue.,None,0
65526,HOU,ILB,Run Stopper,Edgar,Hyde,29,runfit,run_defense,0,team_run,run_defense,0,,None,0
65545,HOU,DT,Balanced,Mark,Keller,29,rip,pass_rush,1,team_run,run_defense,2,,None,0
65851,HOU,OLB,Run Stopper,Alexander,Dyer,29,runfit,run_defense,-1,team_run,run_defense,-1,"Performs poorly in conditioning, noticeably lagging behind teammates.",None,0
67716,HOU,WR,Speed,Thomas,Rothschild,29,arc,run_block,3,team_run,run_block,1,,None,0
70357,HOU,P,Balanced,Michael,Salvatore,28,power,punt_power,-2,team_run,punt_accuracy,-1,Gets called out in team meetings for lack of focus.,None,0
70385,HOU,K,Accuracy,Michael,Rogers,28,power,kick_power,2,team_run,kick_power,2,,None,0
70659,HOU,OG,Run Blocking,Robert,Garcia,28,sled,run_block,2,team_run,run_block,1,,None,0
70959,HOU,ILB,Speed,Luis,Resurreccion,28,runfit,run_defense,3,team_run,run_defense,3,Earns a shout-out in a press conference from the head coach.,None,0
63,IND,CB,Man Coverage,Elijah,Ellis,26,speed,speed,3,team_pass,man_coverage,3,,None,0
252,IND,C,Pass Blocking,Willis,Bruce,26,lift,strength,3,team_pass,pass_block,1,,None,0
1667,IND,DE,Speed Rusher,Antwuan,Dedmon,26,lift,strength,1,team_pass,pass_rush,2,,None,0
5006,IND,WR,Route Runner,Jakeem,Erlin,25,jugs,catching,0,team_pass,route_running,-1,Gets called out in team meetings for lack of focus.,None,0
5178,IND,DT,Balanced,Blake,Hamilton,25,lift,strength,0,team_pass,pass_rush,-1,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
5195,IND,OG,Run Blocking,Gonzalez,Roberts,25,lift,strength,2,team_pass,pass_block,2,,None,0
10078,IND,OG,Pass Blocking,Justin,Cooper,24,lift,strength,1,team_pass,pass_block,1,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
10122,IND,RB,Balanced,Mitchell,Reynolds,24,gauntlet,carrying,4,team_pass,catching,5,Earns a shout-out in a press conference from the head coach.,None,0
10155,IND,TE,Receiving,Alex,Atkins,24,jugs,catching,-1,team_pass,catching,2,,None,0
10241,IND,DE,Speed Rusher,Ty,Bogdanovic,24,lift,strength,2,team_pass,pass_rush,3,,None,0
10329,IND,QB,Pocket,Jeremy,McNitt,24,dropback,throw_power,-1,team_pass,throw_power,1,,None,0
10361,IND,CB,Ball Hawk,Jonathan,Parks,24,speed,speed,0,team_pass,zone_coverage,1,Struggles with conditioning drills.,None,0
10441,IND,ILB,Coverage,Josh,Joyner,24,speed,speed,3,team_pass,zone_coverage,0,,None,0
10967,IND,ILB,Speed,Jay,Vernon,24,speed,speed,2,team_pass,zone_coverage,3,,None,0
11228,IND,ILB,Run Stopper,Jordan,Virgin,24,speed,speed,4,team_pass,zone_coverage,3,Earns a shout-out in a press conference from the head coach.,None,0
11569,IND,OLB,Coverage,Zack,Robinson,24,speed,speed,2,team_pass,man_coverage,0,,None,0
12488,IND,OT,Pass Blocking,Mike,Witherspoon,24,lift,strength,3,team_pass,pass_block,0,"Responds well to coaching, quickly implementing feedback.",None,0
14954,IND,CB,Man Coverage,Ryan,Herget,23,speed,speed,1,team_pass,man_coverage,3,,None,0
14973,IND,OG,Balanced,Casey,Hatcher,23,lift,strength,2,team_pass,pass_block,-1,,None,0
15008,IND,DE,Speed Rusher,Joey,Acklin,23,lift,strength,1,team_pass,pass_rush,0,Struggles with conditioning drills.,None,0
15055,IND,QB,Pocket,Kelly,Jarwin,23,dropback,throw_power,4,team_pass,throw_power,2,Makes a solid play during a scrimmage.,None,0
15109,IND,DE,Run Stopper,Ethan,Diaz,23,lift,strength,0,team_pass,pass_rush,2,,None,0
15191,IND,FB,Rushing,Ray-Ray,Last Name,23,gauntlet,carrying,2,team_pass,catching,2,Consistently shows good sportsmanship and camaraderie with teammates.,None,0
15302,IND,OT,Run Blocking,Tray,Gustave,23,lift,strength,3,team_pass,pass_block,2,Completes all conditioning drills without issue.,None,0
15502,IND,TE,Receiving,Doug,Yamamoto,23,jugs,catching,3,team_pass,catching,3,,None,0
15601,IND,SS,Ball Hawk,Pascal,Kieschnick,23,speed,speed,3,team_pass,zone_coverage,1,,None,0
15932,IND,OG,Run Blocking,Jordan,Ziegler,23,lift,strength,2,team_pass,pass_block,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
15975,IND,WR,Route Runner,Josh,Barnes,23,jugs,catching,2,team_pass,route_running,2,Impresses position coach with consistent effort.,None,0
16132,IND,FS,Man Coverage,Brian,Hardy,23,speed,speed,0,team_pass,man_coverage,-2,Struggles with conditioning drills.,None,0
16190,IND,OLB,Coverage,Bruce,Williams,23,speed,speed,5,team_pass,man_coverage,3,Sets a strong example for fellow rookies with a positive attitude and work ethic.,None,0
16203,IND,CB,Man Coverage,Michael,Olmos,23,speed,speed,0,team_pass,man_coverage,2,,None,0
16223,IND,OT,Run Blocking,Nikola,Bucannon,23,lift,strength,4,team_pass,pass_block,1,Earns a shout-out in a press conference from the head coach.,None,0
16325,IND,OT,Balanced,Boban,Donahue,23,lift,strength,0,team_pass,pass_block,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
16380,IND,CB,Man Coverage,Willy,Bloom,23,speed,speed,2,team_pass,man_coverage,2,Completes all conditioning drills without issue.,None,0
16406,IND,C,Balanced,Everson,Cohen,23,lift,strength,4,team_pass,pass_block,3,"Takes the lead in drills, setting the pace for others to follow.",None,0
16560,IND,RB,Balanced,J.P.,Mitchell,23,gauntlet,carrying,1,team_pass,catching,2,,None,0
16593,IND,OG,Run Blocking,Taylor,Mortensen,23,lift,strength,4,team_pass,pass_block,4,Demonstrates unexpected versatility by excelling in an unfamiliar role.,None,0
16600,IND,QB,Field General,Skyler,Simmons,23,dropback,throw_power,2,team_pass,throw_accuracy,1,,None,0
16655,IND,OT,Run Blocking,Darin,Bautista,23,lift,strength,1,team_pass,pass_block,2,,None,0
17032,IND,DT,Nose Tackle,Kareem,Allen,23,lift,strength,2,team_pass,pass_rush,1,,None,0
17641,IND,SS,Zone Coverage,Jed,Frey,23,speed,speed,2,team_pass,zone_coverage,0,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
20008,IND,RB,Power,Trey,Garcia,22,gauntlet,carrying,2,team_pass,pass_block,3,Impresses position coach with consistent effort.,None,0
20030,IND,FS,Zone Coverage,PJ,Davis,22,speed,speed,-1,team_pass,zone_coverage,-1,Gets called out in team meetings for lack of focus.,None,0
20042,IND,CB,Man Coverage,Justin,Hernandez,22,speed,speed,0,team_pass,man_coverage,0,"Performs poorly in conditioning, noticeably lagging behind teammates.",None,0
20043,IND,CB,Man Coverage,Mike,Vander Laan,22,speed,speed,0,team_pass,man_coverage,-1,Misses a minor assignment in a scrimmage and gets yelled at by a coach over it.,None,0
20339,IND,WR,Route Runner,C.J.,Wang,22,jugs,catching,1,team_pass,route_running,2,Position coaches completly forget his name.,None,0
20353,IND,RB,Power,Joaquin,Centeno,22,gauntlet,carrying,2,team_pass,pass_block,1,Gets unusually frustrated after losing a rep in individual drills.,None,0
21050,IND,OT,Run Blocking,Ross,Kaczmarski,22,lift,strength,-2,team_pass,pass_block,-1,Blows a key play during a scrimmage in front of the coaching staff.,None,0
21520,IND,WR,Route Runner,Yefry,Ambriz,22,jugs,catching,2,team_pass,route_running,3,,None,0
36802,IND,WR,Red Zone Threat,Enrique,Nunes,35,jugs,catching,1,team_pass,catching,0,,None,0
48005,IND,P,Accuracy,Erick,Doyle,33,power,punt_power,1,team_pass,punt_power,1,,None,0
56186,IND,OT,Run Blocking,Mark,Bishop,31,lift,strength,0,team_pass,pass_block,0,,None,0
62107,IND,K,Accuracy,Glenn,Brandt,30,power,kick_power,2,team_pass,kick_accuracy,1,,None,0
62360,IND,C,Pass Blocking,Michael,Nguyen,30,lift,strength,-1,team_pass,pass_block,1,Struggles with conditioning drills.,None,0
62371,IND,OLB,Speed,Ricardo,Rubiano,30,speed,speed,1,team_pass,zone_coverage,0,Gets unusually frustrated after losing a rep in individual drills.,None,0
62976,IND,OT,Run Blocking,Mark,Jones,30,lift,strength,2,team_pass,pass_block,0,,None,0
63424,IND,WR,Speed,Donald,Loving,30,jugs,catching,1,team_pass,speed,1,,None,0
63484,IND,SS,Ball Hawk,Raymond,Teague,30,speed,speed,0,team_pass,man_coverage,0,,None,0
63609,IND,DE,Speed Rusher,David,Tibbits,30,lift,strength,0,team_pass,pass_rush,3,,None,0
64094,IND,WR,Route Runner,Joshua,Morice,30,jugs,catching,3,team_pass,route_running,2,,None,0
64127,IND,FS,Run Stopper,Timothy,Ward,30,speed,speed,1,team_pass,man_coverage,1,,None,0
65199,IND,QB,Scrambler,Gregory,Taphorn,29,dropback,throw_power,1,team_pass,throw_accuracy,0,,None,0
65403,IND,DT,Balanced,Cezary,Moulton,29,lift,strength,-1,team_pass,pass_rush,-2,"Performs poorly in conditioning, noticeably lagging behind teammates.",None,0
65743,IND,WR,Possession,Daniel,Elswick,29,jugs,catching,-1,team_pass,catching,0,Position coaches completly forget his name.,None,0
65796,IND,DT,Pass Rusher,David,Helgeson,29,lift,strength,0,team_pass,pass_rush,0,,None,0
65915,IND,TE,Receiving,Enrique,Rodriguez,29,jugs,catching,2,team_pass,catching,1,Impresses position coach with consistent effort.,None,0
65981,IND,TE,Receiving,Carl,White,29,jugs,catching,-1,team_pass,catching,0,,None,0
66149,IND,DE,Balanced,Jaime,Hernandez,29,lift,strength,-1,team_pass,pass_rush,-1,Gets called out in team meetings for lack of focus.,None,0
66389,IND,OLB,Coverage,Timothy,Stimac,29,speed,speed,1,team_pass,zone_coverage,1,"Responds well to coaching, quickly implementing feedback.",None,0
66409,IND,OG,Pass Blocking,Stephen,Gibson,29,lift,strength,0,team_pass,pass_block,0,,None,0
66715,IND,ILB,Field General,Joe,Griffin,29,speed,speed,3,team_pass,man_coverage,1,Makes a solid play during a scrimmage.,None,0
67587,IND,CB,Man Coverage,Thomas,Ciardi,29,speed,speed,1,team_pass,man_coverage,1,,None,0
70138,IND,QB,Scrambler,Monty,Turner,28,dropback,throw_power,1,team_pass,throw_accuracy,3,,None,0
70222,IND,OT,Pass Blocking,Bradley,Mcpherson,28,lift,strength,-2,team_pass,pass_block,-2,"Has an on-field meltdown during a scrimmage, leading to being pulled from practice.",None,0
70366,IND,CB,Ball Hawk,Ray,Quintana,28,speed,speed,0,team_pass,zone_coverage,0,,None,0
10,JAX,QB,Pocket,Matt,Howard,26,dropback,throw_power,2,team_pass,throw_power,1,,None,0
290,JAX,OG,Pass Blocking,Quincy,Wile,26,mirror,pass_block,2,team_pass,pass_block,1,,None,0
331,JAX,OG,Balanced,Jonas,Skipper,26,mirror,pass_block,1,team_pass,pass_block,-1,,None,0
4993,JAX,DE,Balanced,Garrison,Hoes,25,shed,run_defense,1,team_pass,pass_rush,2,,None,0
5090,JAX,OLB,Speed,J.P.,Bracy,25,runfit,run_defense,3,team_pass,man_coverage,2,,None,0
5123,JAX,RB,Receiving,Jaquiski,Zettel,25,speed,speed,2,team_pass,route_running,3,,None,0
