GameID,Season,Week,Home Team,Away Team,Neutral Site,PreSeason,Conference Champ,Playoff,National Champ,Listed Coach,Other Coach,TimeSlot,Stadium,City,State,GameTitle,Info,NextGameID,HoA
1530,2027,10,LAR,ARI,0,0,0,0,0,Vivid,tommygunner,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1531,2027,10,SF,SEA,0,0,0,0,0,Dr_Novella,CoachCartier,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
1532,2027,11,BUF,MIA,0,0,0,0,0,Minnow,TheLiberator,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
1533,2027,11,CLE,PIT,0,0,0,0,0,LordLittleButt,DramaticBacon,Monday Night Football,FirstEnergy Stadium,Cleveland,OH,,,0,
1534,2027,11,CIN,CAR,0,0,0,0,0,Ezaco,Sarge,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
1535,2027,11,HOU,BAL,0,0,0,0,0,lied,SyndaKyt,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
1536,2027,11,IND,TEN,0,0,0,0,0,npklemm,Dearden,Sunday Noon,Lucas Oil Stadium,Indianapolis,IN,,,0,
1537,2027,11,DEN,KC,0,0,0,0,0,alexfall862,Newkbomb,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
1538,2027,11,LV,LAC,0,0,0,0,0,Jieret,Dean,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
1539,2027,11,CHI,JAX,0,0,0,0,0,nemolee.exe,Weeze,Thursday Night Football,Soldier Field,Chicago,IL,,,0,
1540,2027,11,MIN,DET,0,0,0,0,0,Bellwood,jmjacobs,Sunday Noon,U.S. Bank Stadium,Minneapolis,MN,,,0,
1541,2027,11,NO,WAS,0,0,0,0,0,servo75,Ewade,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
1542,2027,11,TB,PHI,0,0,0,0,0,ATonOfLaw,acewulf,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
1543,2027,11,SEA,ATL,0,0,0,0,0,CoachCartier,mahrowkeen,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
1544,2027,11,SF,GB,0,0,0,0,0,Dr_Novella,JC,Sunday Night Football,Levi's Stadium,Santa Clara,CA,,,0,
1545,2027,11,ARI,NYJ,0,0,0,0,0,tommygunner,Tryggr,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
1546,2027,12,NYJ,NE,0,0,0,0,0,Tryggr,Curby4,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1547,2027,12,TEN,CLE,0,0,0,0,0,Dearden,LordLittleButt,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
1548,2027,12,JAX,HOU,0,0,0,0,0,Weeze,lied,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
1549,2027,12,DEN,BUF,1,0,0,0,0,alexfall862,Minnow,Sunday Afternoon,BC Place,Vancouver,Canada,,,0,
1550,2027,12,KC,MIA,0,0,0,0,0,Newkbomb,TheLiberator,Sunday Night Football,Arrowhead Stadium,Kansas City,MO,,,0,
1551,2027,12,LAC,WAS,0,0,0,0,0,Dean,Ewade,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1552,2027,12,DAL,SEA,0,0,0,0,0,shawnzi83,CoachCartier,Thursday Night Football,AT&T Stadium,Arlington,TX,,,0,
1553,2027,12,NYG,LV,0,0,0,0,0,thatfunk,Jieret,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1554,2027,12,DET,IND,0,0,0,0,0,jmjacobs,npklemm,Thursday Night Football,Ford Field,Detroit,MI,,,0,
1555,2027,12,CHI,GB,0,0,0,0,0,nemolee.exe,JC,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
1556,2027,12,MIN,ARI,0,0,0,0,0,Bellwood,tommygunner,Sunday Noon,U.S. Bank Stadium,Minneapolis,MN,,,0,
1557,2027,12,ATL,TB,0,0,0,0,0,mahrowkeen,ATonOfLaw,Monday Night Football,Mercedes-Benz Stadium,Atlanta,GA,,,0,
1558,2027,12,NO,BAL,0,0,0,0,0,servo75,SyndaKyt,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
1559,2027,12,LAR,SF,0,0,0,0,0,Vivid,Dr_Novella,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1560,2027,13,NYJ,LV,0,0,0,0,0,Tryggr,Jieret,Thursday Night Football,MetLife Stadium,East Rutherford,NJ,,,0,
1561,2027,13,NE,SF,0,0,0,0,0,Curby4,Dr_Novella,Sunday Afternoon,Gillette Stadium,Foxborough,MA,,,0,
1562,2027,13,PIT,JAX,0,0,0,0,0,DramaticBacon,Weeze,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
1563,2027,13,CLE,HOU,1,0,0,0,0,LordLittleButt,lied,Sunday Afternoon,Maracana Stadium,Rio de Janeiro,Brazil,,,0,
1564,2027,13,BAL,CIN,0,0,0,0,0,SyndaKyt,Ezaco,Sunday Noon,M&T Bank Stadium,Baltimore,MD,,,0,
1565,2027,13,TEN,LAR,0,0,0,0,0,Dearden,Vivid,Monday Night Football,Nissan Stadium,Nashville,TN,,,0,
1566,2027,13,IND,CHI,0,0,0,0,0,npklemm,nemolee.exe,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
1567,2027,13,KC,BUF,0,0,0,0,0,Newkbomb,Minnow,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
1568,2027,13,WAS,NYG,0,0,0,0,0,Ewade,thatfunk,Sunday Night Football,FedExField,Landover,MD,,,0,
1569,2027,13,PHI,DEN,0,0,0,0,0,acewulf,alexfall862,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
1570,2027,13,DET,SEA,0,0,0,0,0,jmjacobs,CoachCartier,Sunday Afternoon,Ford Field,Detroit,MI,,,0,
1571,2027,13,ATL,CAR,0,0,0,0,0,mahrowkeen,Sarge,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
1572,2027,13,NO,DAL,0,0,0,0,0,servo75,shawnzi83,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
1573,2027,13,TB,ARI,0,0,0,0,0,ATonOfLaw,tommygunner,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
1574,2027,14,NYJ,LAR,0,0,0,0,0,Tryggr,Vivid,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1575,2027,14,NE,DEN,0,0,0,0,0,Curby4,alexfall862,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
1576,2027,14,CIN,CLE,0,0,0,0,0,Ezaco,LordLittleButt,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
1577,2027,14,JAX,DET,0,0,0,0,0,Weeze,jmjacobs,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
1578,2027,14,HOU,CHI,0,0,0,0,0,lied,nemolee.exe,Thursday Night Football,NRG Stadium,Houston,TX,,,0,
1579,2027,14,LAC,KC,0,0,0,0,0,Dean,Newkbomb,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1580,2027,14,LV,BAL,0,0,0,0,0,Jieret,SyndaKyt,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
1581,2027,14,DAL,TB,0,0,0,0,0,shawnzi83,ATonOfLaw,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
1582,2027,14,PHI,NO,0,0,0,0,0,acewulf,servo75,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
1583,2027,14,GB,IND,0,0,0,0,0,JC,npklemm,Monday Night Football,Lambeau Field,Green Bay,WI,,,0,
1584,2027,14,MIN,SF,0,0,0,0,0,Bellwood,Dr_Novella,Sunday Afternoon,U.S. Bank Stadium,Minneapolis,MN,,,0,
1585,2027,14,CAR,PIT,0,0,0,0,0,Sarge,DramaticBacon,Sunday Night Football,Bank of America Stadium,Charlotte,NC,,,0,
1586,2027,14,ATL,NYG,0,0,0,0,0,mahrowkeen,thatfunk,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
1587,2027,14,SEA,BUF,0,0,0,0,0,CoachCartier,Minnow,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
1588,2027,14,ARI,MIA,0,0,0,0,0,tommygunner,TheLiberator,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
1589,2027,15,NYJ,MIA,0,0,0,0,0,Tryggr,TheLiberator,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1590,2027,15,BUF,LAC,0,0,0,0,0,Minnow,Dean,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
1591,2027,15,NE,ARI,0,0,0,0,0,Curby4,tommygunner,Thursday Night Football,Gillette Stadium,Foxborough,MA,,,0,
1592,2027,15,CIN,ATL,1,0,0,0,0,Ezaco,mahrowkeen,Sunday Noon,Allianz Arena,Munich,Germany,,,0,
1593,2027,15,BAL,PIT,0,0,0,0,0,SyndaKyt,DramaticBacon,Sunday Noon,M&T Bank Stadium,Baltimore,MD,,,0,
1594,2027,15,TEN,JAX,0,0,0,0,0,Dearden,Weeze,Sunday Night Football,Nissan Stadium,Nashville,TN,,,0,
1595,2027,15,HOU,IND,0,0,0,0,0,lied,npklemm,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
1596,2027,15,DEN,LV,0,0,0,0,0,alexfall862,Jieret,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
1597,2027,15,KC,CLE,0,0,0,0,0,Newkbomb,LordLittleButt,Monday Night Football,Arrowhead Stadium,Kansas City,MO,,,0,
1598,2027,15,WAS,TB,0,0,0,0,0,Ewade,ATonOfLaw,Sunday Noon,FedExField,Landover,MD,,,0,
1599,2027,15,DAL,PHI,0,0,0,0,0,shawnzi83,acewulf,Sunday Afternoon,AT&T Stadium,Arlington,TX,,,0,
1600,2027,15,NYG,CAR,0,0,0,0,0,thatfunk,Sarge,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1601,2027,15,DET,GB,0,0,0,0,0,jmjacobs,JC,Sunday Noon,Ford Field,Detroit,MI,,,0,
1602,2027,15,CHI,MIN,0,0,0,0,0,nemolee.exe,Bellwood,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
1603,2027,15,LAR,SEA,0,0,0,0,0,Vivid,CoachCartier,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1604,2027,15,SF,NO,0,0,0,0,0,Dr_Novella,servo75,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
1605,2027,16,MIA,GB,0,0,0,0,0,TheLiberator,JC,Sunday Noon,Hard Rock Stadium,Miami Gardens,FL,,,0,
1606,2027,16,NYJ,JAX,0,0,0,0,0,Tryggr,Weeze,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1607,2027,16,NE,BUF,0,0,0,0,0,Curby4,Minnow,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
1608,2027,16,PIT,HOU,0,0,0,0,0,DramaticBacon,lied,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
1609,2027,16,CLE,DAL,0,0,0,0,0,LordLittleButt,shawnzi83,Sunday Afternoon,FirstEnergy Stadium,Cleveland,OH,,,0,
1610,2027,16,BAL,NYG,0,0,0,0,0,SyndaKyt,thatfunk,Thursday Night Football,M&T Bank Stadium,Baltimore,MD,,,0,
1611,2027,16,IND,LV,0,0,0,0,0,npklemm,Jieret,Sunday Afternoon,Lucas Oil Stadium,Indianapolis,IN,,,0,
1612,2027,16,KC,ATL,0,0,0,0,0,Newkbomb,mahrowkeen,Sunday Afternoon,Arrowhead Stadium,Kansas City,MO,,,0,
1613,2027,16,LAC,CIN,0,0,0,0,0,Dean,Ezaco,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1614,2027,16,WAS,DEN,0,0,0,0,0,Ewade,alexfall862,Monday Night Football,FedExField,Landover,MD,,,0,
1615,2027,16,MIN,TEN,0,0,0,0,0,Bellwood,Dearden,Sunday Noon,U.S. Bank Stadium,Minneapolis,MN,,,0,
1616,2027,16,CAR,PHI,0,0,0,0,0,Sarge,acewulf,Sunday Noon,Bank of America Stadium,Charlotte,NC,,,0,
1617,2027,16,NO,TB,0,0,0,0,0,servo75,ATonOfLaw,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
1618,2027,16,LAR,DET,0,0,0,0,0,Vivid,jmjacobs,Sunday Night Football,SoFi Stadium,Inglewood,CA,,,0,
1619,2027,16,SEA,CHI,0,0,0,0,0,CoachCartier,nemolee.exe,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
1620,2027,16,SF,ARI,0,0,0,0,0,Dr_Novella,tommygunner,Sunday Afternoon,Levi's Stadium,Santa Clara,CA,,,0,
1621,2027,17,BUF,HOU,0,0,0,0,0,Minnow,lied,Sunday Noon,Highmark Stadium,Orchard Park,NY,,,0,
1622,2027,17,CLE,NO,0,0,0,0,0,LordLittleButt,servo75,Sunday Afternoon,FirstEnergy Stadium,Cleveland,OH,,,0,
1623,2027,17,TEN,DET,0,0,0,0,0,Dearden,jmjacobs,Sunday Afternoon,Nissan Stadium,Nashville,TN,,,0,
1624,2027,17,JAX,BAL,0,0,0,0,0,Weeze,SyndaKyt,Sunday Noon,TIAA Bank Field,Jacksonville,FL,,,0,
1625,2027,17,IND,PIT,0,0,0,0,0,npklemm,DramaticBacon,Sunday Noon,Lucas Oil Stadium,Indianapolis,IN,,,0,
1626,2027,17,DEN,NYJ,0,0,0,0,0,alexfall862,Tryggr,Sunday Afternoon,Empower Field at Mile High,Denver,CO,,,0,
1627,2027,17,KC,DAL,0,0,0,0,0,Newkbomb,shawnzi83,Monday Night Football,Arrowhead Stadium,Kansas City,MO,,,0,
1628,2027,17,LAC,NE,0,0,0,0,0,Dean,Curby4,Sunday Afternoon,SoFi Stadium,Inglewood,CA,,,0,
1629,2027,17,LV,MIA,0,0,0,0,0,Jieret,TheLiberator,Thursday Night Football,Allegiant Stadium,Paradise,NV,,,0,
1630,2027,17,PHI,SF,0,0,0,0,0,acewulf,Dr_Novella,Sunday Noon,Lincoln Financial Field,Philadelphia,PA,,,0,
1631,2027,17,NYG,MIN,0,0,0,0,0,thatfunk,Bellwood,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1632,2027,17,CHI,LAR,0,0,0,0,0,nemolee.exe,Vivid,Sunday Afternoon,Soldier Field,Chicago,IL,,,0,
1633,2027,17,CAR,GB,0,0,0,0,0,Sarge,JC,Sunday Night Football,Bank of America Stadium,Charlotte,NC,,,0,
1634,2027,17,ATL,WAS,0,0,0,0,0,mahrowkeen,Ewade,Sunday Noon,Mercedes-Benz Stadium,Atlanta,GA,,,0,
1635,2027,17,TB,CIN,0,0,0,0,0,ATonOfLaw,Ezaco,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
1636,2027,17,ARI,SEA,0,0,0,0,0,tommygunner,CoachCartier,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
1637,2027,18,MIA,BUF,0,0,0,0,0,TheLiberator,Minnow,Sunday Noon,Hard Rock Stadium,Miami Gardens,FL,,,0,
1638,2027,18,NE,NYJ,0,0,0,0,0,Curby4,Tryggr,Sunday Noon,Gillette Stadium,Foxborough,MA,,,0,
1639,2027,18,PIT,CLE,0,0,0,0,0,DramaticBacon,LordLittleButt,Sunday Noon,Heinz Field,Pittsburgh,PA,,,0,
1640,2027,18,CIN,BAL,0,0,0,0,0,Ezaco,SyndaKyt,Sunday Noon,Paul Brown Stadium,Cincinnati,OH,,,0,
1641,2027,18,JAX,IND,0,0,0,0,0,Weeze,npklemm,Sunday Afternoon,TIAA Bank Field,Jacksonville,FL,,,0,
1642,2027,18,HOU,TEN,0,0,0,0,0,lied,Dearden,Sunday Afternoon,NRG Stadium,Houston,TX,,,0,
1643,2027,18,LAC,DEN,0,0,0,0,0,Dean,alexfall862,Sunday Night Football,SoFi Stadium,Inglewood,CA,,,0,
1644,2027,18,LV,KC,0,0,0,0,0,Jieret,Newkbomb,Sunday Afternoon,Allegiant Stadium,Paradise,NV,,,0,
1645,2027,18,DAL,WAS,0,0,0,0,0,shawnzi83,Ewade,Sunday Noon,AT&T Stadium,Arlington,TX,,,0,
1646,2027,18,NYG,PHI,0,0,0,0,0,thatfunk,acewulf,Sunday Noon,MetLife Stadium,East Rutherford,NJ,,,0,
1647,2027,18,GB,MIN,0,0,0,0,0,JC,Bellwood,Sunday Afternoon,Lambeau Field,Green Bay,WI,,,0,
1648,2027,18,DET,CHI,0,0,0,0,0,jmjacobs,nemolee.exe,Sunday Afternoon,Ford Field,Detroit,MI,,,0,
1649,2027,18,NO,ATL,0,0,0,0,0,servo75,mahrowkeen,Sunday Noon,Caesars Superdome,New Orleans,LA,,,0,
1650,2027,18,TB,CAR,0,0,0,0,0,ATonOfLaw,Sarge,Sunday Noon,Raymond James Stadium,Tampa,FL,,,0,
1651,2027,18,SEA,SF,0,0,0,0,0,CoachCartier,Dr_Novella,Sunday Afternoon,Lumen Field,Seattle,WA,,,0,
1652,2027,18,ARI,LAR,0,0,0,0,0,tommygunner,Vivid,Sunday Afternoon,State Farm Stadium,Glendale,AZ,,,0,
